travel_record_id,company_name,nse_code,sector,travel_date,month,quarter,origin_airport,destination_airport,flight_type,cabin_class,passengers,distance_km,ef_kgco2e_per_pkm,rfi_factor,emission_kgco2e,emission_tco2e,scope,category,data_source,cost_ksh,extraction_confidence,anomaly_flag,fy_year
TRV-001323,Scott Ltd,ZSQ,Energy & Petroleum,2024-01-27,1,1,NBO,ELD,short_haul,economy,1,1154,0.3002,1.9,346.431,0.346431,Scope 3,Cat 6 — Business travel,SAP travel booking export,11334.19,0.9454,0,2024
TRV-000216,Smith PLC,HCP,Agriculture,2024-10-11,10,4,NBO,MBA,short_haul,economy,3,635,0.3002,1.9,571.881,0.571881,Scope 3,Cat 6 — Business travel,SAP travel booking export,22275.8,0.9285,0,2024
TRV-000552,Abbott Jarvis and Hall,TPV,Retail & FMCG,2024-01-29,1,1,NBO,ELD,short_haul,economy,2,1584,0.3002,1.9,951.034,0.951034,Scope 3,Cat 6 — Business travel,SAP travel booking export,21742.8,0.971,0,2024
TRV-000028,Patel and Sons,TMF,Construction,2024-08-30,8,3,NBO,CPT,long_haul,business,2,9657,0.8151,1.9,15742.841,15.742841,Scope 3,Cat 6 — Business travel,SAP travel booking export,145484.1,0.9132,0,2024
TRV-000931,Watson-Willis,IBK,Energy & Petroleum,2024-02-06,2,1,NBO,KIS,short_haul,economy,2,2484,0.3002,1.9,1491.394,1.491394,Scope 3,Cat 6 — Business travel,SAP travel booking export,36085.09,0.9606,0,2024
TRV-000698,Jackson-Bradshaw,EFV,Retail & FMCG,2024-03-15,3,1,NBO,DAR,short_haul,economy,2,600,0.3002,1.9,360.24,0.36024,Scope 3,Cat 6 — Business travel,SAP travel booking export,10534.69,0.957,0,2024
TRV-000891,Lawrence-Hurst,FVI,Telecommunications,2024-09-25,9,3,NBO,ADD,short_haul,economy,3,1042,0.3002,1.9,938.425,0.938425,Scope 3,Cat 6 — Business travel,SAP travel booking export,30699.17,0.9177,0,2024
TRV-001300,Morris Parker and Gray,HFD,Retail & FMCG,2024-05-03,5,2,NBO,DXB,long_haul,business,1,3211,0.8151,1.9,2617.286,2.617286,Scope 3,Cat 6 — Business travel,SAP travel booking export,29567.43,0.9389,0,2024
TRV-000667,White-Moore,OBE,Healthcare,2024-03-31,3,1,NBO,ELD,short_haul,economy,2,411,0.3002,1.9,246.764,0.246764,Scope 3,Cat 6 — Business travel,SAP travel booking export,8408.37,0.9692,0,2024
TRV-000683,Jackson-Bradshaw,EFV,Retail & FMCG,2024-11-11,11,4,NBO,ADD,short_haul,economy,2,1650,0.3002,1.9,990.66,0.99066,Scope 3,Cat 6 — Business travel,SAP travel booking export,28211.86,0.9194,0,2024
TRV-000257,Davies-Butler,DHD,Real Estate,2024-05-16,5,2,NBO,JNB,long_haul,economy,1,7677,0.3705,1.9,2844.328,2.844328,Scope 3,Cat 6 — Business travel,SAP travel booking export,79098.92,0.943,0,2024
TRV-000026,Patel and Sons,TMF,Construction,2024-11-11,11,4,NBO,DXB,long_haul,business,1,4154,0.8151,1.9,3385.925,3.385925,Scope 3,Cat 6 — Business travel,SAP travel booking export,34658.25,0.9777,0,2024
TRV-000337,Byrne-Richards,JSK,Manufacturing,2024-09-06,9,3,NBO,DAR,short_haul,economy,2,322,0.3002,1.9,193.329,0.193329,Scope 3,Cat 6 — Business travel,SAP travel booking export,6299.24,0.9486,0,2024
TRV-000048,Jones-Jackson,QSY,Agriculture,2024-12-10,12,4,NBO,MBA,short_haul,economy,2,1213,0.3002,1.9,728.285,0.728285,Scope 3,Cat 6 — Business travel,SAP travel booking export,20213.7,0.9703,0,2024
TRV-000107,Stanley Hall and Hill,LBD,Construction,2024-12-05,12,4,NBO,CPT,long_haul,business,2,5278,0.8151,1.9,8604.196,8.604196,Scope 3,Cat 6 — Business travel,SAP travel booking export,85218.04,0.935,0,2024
TRV-000999,Hill-Bishop,HWZ,Retail & FMCG,2024-01-30,1,1,NBO,JNB,long_haul,economy,3,6722,0.3705,1.9,7471.503,7.471503,Scope 3,Cat 6 — Business travel,SAP travel booking export,189530.86,0.9273,0,2024
TRV-000056,Jones-Jackson,QSY,Agriculture,2024-10-20,10,4,NBO,ADD,short_haul,economy,3,710,0.3002,1.9,639.426,0.639426,Scope 3,Cat 6 — Business travel,SAP travel booking export,21093.05,0.9647,0,2024
TRV-000918,Wright PLC,MUO,Manufacturing,2024-04-05,4,2,NBO,MBA,short_haul,economy,3,2426,0.3002,1.9,2184.856,2.184856,Scope 3,Cat 6 — Business travel,SAP travel booking export,82654.79,0.9324,0,2024
TRV-000214,Smith PLC,HCP,Agriculture,2024-10-20,10,4,NBO,CPT,long_haul,economy,2,3729,0.3705,1.9,2763.189,2.763189,Scope 3,Cat 6 — Business travel,SAP travel booking export,53567.81,0.9558,0,2024
TRV-000121,Bowen-Sutton,ZVV,Retail & FMCG,2024-12-08,12,4,NBO,DXB,long_haul,economy,3,3970,0.3705,1.9,4412.655,4.412655,Scope 3,Cat 6 — Business travel,SAP travel booking export,116836.11,0.9545,0,2024
TRV-000701,Patel Woodward and Saunders,JXW,Insurance,2024-02-28,2,1,NBO,DXB,long_haul,business,1,5874,0.8151,1.9,4787.897,4.787897,Scope 3,Cat 6 — Business travel,SAP travel booking export,45434.09,0.9118,0,2024
TRV-000860,James-Harding,MXG,Healthcare,2024-02-12,2,1,NBO,ADD,short_haul,economy,1,1090,0.3002,1.9,327.218,0.327218,Scope 3,Cat 6 — Business travel,SAP travel booking export,7959.08,0.9017,0,2024
TRV-000073,Hussain Begum and Graham,RCA,Healthcare,2024-09-05,9,3,NBO,LHR,long_haul,economy,3,3811,0.3705,1.9,4235.926,4.235926,Scope 3,Cat 6 — Business travel,SAP travel booking export,64929.51,0.9563,0,2024
TRV-000632,Bates Noble and Giles,PQR,Banking & Finance,2024-07-21,7,3,NBO,ADD,short_haul,economy,3,1713,0.3002,1.9,1542.728,1.542728,Scope 3,Cat 6 — Business travel,SAP travel booking export,55237.82,0.9355,0,2024
TRV-000980,Williams LLC,ANQ,Banking & Finance,2024-08-25,8,3,NBO,DAR,short_haul,economy,1,1212,0.3002,1.9,363.842,0.363842,Scope 3,Cat 6 — Business travel,SAP travel booking export,12151.08,0.9589,0,2024
TRV-000046,Jones-Jackson,QSY,Agriculture,2024-11-05,11,4,NBO,ELD,short_haul,economy,3,2649,0.3002,1.9,2385.689,2.385689,Scope 3,Cat 6 — Business travel,SAP travel booking export,68485.97,0.9272,0,2024
TRV-000979,Williams LLC,ANQ,Banking & Finance,2024-12-22,12,4,NBO,ELD,short_haul,economy,1,1098,0.3002,1.9,329.62,0.32962,Scope 3,Cat 6 — Business travel,SAP travel booking export,5235.55,0.9244,0,2024
TRV-000524,Swift Parkes and Johnson,BGA,Banking & Finance,2024-05-05,5,2,NBO,DAR,short_haul,economy,1,2197,0.3002,1.9,659.539,0.659539,Scope 3,Cat 6 — Business travel,SAP travel booking export,23474.24,0.9257,0,2024
TRV-001064,Burton Inc,DLX,Construction,2024-10-14,10,4,NBO,DAR,short_haul,economy,3,2420,0.3002,1.9,2179.452,2.179452,Scope 3,Cat 6 — Business travel,SAP travel booking export,64914.48,0.9695,0,2024
TRV-000833,Tomlinson LLC,IQO,Construction,2024-01-28,1,1,NBO,ADD,short_haul,economy,1,2870,0.3002,1.9,861.574,0.861574,Scope 3,Cat 6 — Business travel,SAP travel booking export,27109.77,0.952,0,2024
TRV-001174,Howell Hyde and Duncan,JRG,Insurance,2024-08-17,8,3,NBO,CPT,long_haul,economy,1,6778,0.3705,1.9,2511.249,2.511249,Scope 3,Cat 6 — Business travel,SAP travel booking export,74790.0,0.9313,0,2024
TRV-000534,Swift Parkes and Johnson,BGA,Banking & Finance,2024-01-28,1,1,NBO,CPT,long_haul,economy,1,4086,0.3705,1.9,1513.863,1.513863,Scope 3,Cat 6 — Business travel,SAP travel booking export,26196.04,0.9431,0,2024
TRV-000466,Palmer Thomas and Johnson,CCY,Manufacturing,2024-07-12,7,3,NBO,JNB,long_haul,economy,2,8200,0.3705,1.9,6076.2,6.0762,Scope 3,Cat 6 — Business travel,SAP travel booking export,164265.21,0.9402,0,2024
TRV-000705,Patel Woodward and Saunders,JXW,Insurance,2024-06-03,6,2,NBO,ELD,short_haul,economy,1,2738,0.3002,1.9,821.948,0.821948,Scope 3,Cat 6 — Business travel,SAP travel booking export,21317.28,0.9686,0,2024
TRV-001147,Hancock Hughes and Holloway,BDE,Energy & Petroleum,2024-05-18,5,2,NBO,MBA,short_haul,economy,1,1439,0.3002,1.9,431.988,0.431988,Scope 3,Cat 6 — Business travel,SAP travel booking export,16671.1,0.967,0,2024
TRV-000629,Bates Noble and Giles,PQR,Banking & Finance,2024-10-12,10,4,NBO,KIS,short_haul,economy,2,2037,0.3002,1.9,1223.015,1.223015,Scope 3,Cat 6 — Business travel,SAP travel booking export,19674.68,0.9778,0,2024
TRV-000061,Hussain Begum and Graham,RCA,Healthcare,2024-09-22,9,3,NBO,LHR,long_haul,economy,1,10833,0.3705,1.9,4013.626,4.013626,Scope 3,Cat 6 — Business travel,SAP travel booking export,57320.81,0.9485,0,2024
TRV-000093,Norris Pearson and Carr,NGC,Banking & Finance,2024-05-23,5,2,NBO,MBA,short_haul,economy,2,790,0.3002,1.9,474.316,0.474316,Scope 3,Cat 6 — Business travel,SAP travel booking export,8643.89,0.9492,0,2024
TRV-000568,Hall-Jones,CLD,Insurance,2024-08-02,8,3,NBO,DAR,short_haul,economy,1,2541,0.3002,1.9,762.808,0.762808,Scope 3,Cat 6 — Business travel,SAP travel booking export,27771.24,0.9541,0,2024
TRV-000195,Dickinson Burgess and Fleming,NSF,Telecommunications,2024-04-14,4,2,NBO,ADD,short_haul,economy,3,2207,0.3002,1.9,1987.624,1.987624,Scope 3,Cat 6 — Business travel,SAP travel booking export,44330.11,0.9163,0,2024
TRV-000281,Bailey Group,BXZ,Retail & FMCG,2024-07-07,7,3,NBO,MBA,short_haul,economy,2,412,0.3002,1.9,247.365,0.247365,Scope 3,Cat 6 — Business travel,SAP travel booking export,8503.95,0.9136,0,2024
TRV-000360,Robinson LLC,RJS,Telecommunications,2024-05-26,5,2,NBO,MBA,short_haul,economy,1,2479,0.3002,1.9,744.196,0.744196,Scope 3,Cat 6 — Business travel,SAP travel booking export,14599.38,0.9283,0,2024
TRV-000520,Connor PLC,XEX,Banking & Finance,2024-08-12,8,3,NBO,ADD,short_haul,economy,3,1226,0.3002,1.9,1104.136,1.104136,Scope 3,Cat 6 — Business travel,SAP travel booking export,37114.1,0.919,0,2024
TRV-000755,Hamilton-O'Connor,UHD,Telecommunications,2024-03-24,3,1,NBO,MBA,short_haul,economy,2,2264,0.3002,1.9,1359.306,1.359306,Scope 3,Cat 6 — Business travel,SAP travel booking export,22928.79,0.9301,0,2024
TRV-000623,Bates Noble and Giles,PQR,Banking & Finance,2024-11-01,11,4,NBO,DXB,long_haul,economy,2,3240,0.3705,1.9,2400.84,2.40084,Scope 3,Cat 6 — Business travel,SAP travel booking export,61945.3,0.9408,0,2024
TRV-000183,Dickinson Burgess and Fleming,NSF,Telecommunications,2024-07-12,7,3,NBO,ADD,short_haul,economy,1,349,0.3002,1.9,104.77,0.10477,Scope 3,Cat 6 — Business travel,SAP travel booking export,2630.22,0.9518,0,2024
TRV-000111,Stanley Hall and Hill,LBD,Construction,2024-04-07,4,2,NBO,MBA,short_haul,economy,3,1509,0.3002,1.9,1359.005,1.359005,Scope 3,Cat 6 — Business travel,SAP travel booking export,54087.42,0.961,0,2024
TRV-001337,Scott Ltd,ZSQ,Energy & Petroleum,2024-03-16,3,1,NBO,MBA,short_haul,economy,2,2608,0.3002,1.9,1565.843,1.565843,Scope 3,Cat 6 — Business travel,SAP travel booking export,50623.04,0.9257,0,2024
TRV-000845,James-Harding,MXG,Healthcare,2024-11-03,11,4,NBO,DAR,short_haul,economy,3,2737,0.3002,1.9,2464.942,2.464942,Scope 3,Cat 6 — Business travel,SAP travel booking export,91074.41,0.9367,0,2024
TRV-000205,Smith PLC,HCP,Agriculture,2024-08-13,8,3,NBO,CPT,long_haul,economy,2,5361,0.3705,1.9,3972.501,3.972501,Scope 3,Cat 6 — Business travel,SAP travel booking export,110961.03,0.9753,0,2024
TRV-000839,Tomlinson LLC,IQO,Construction,2024-07-01,7,3,NBO,MBA,short_haul,economy,1,1382,0.3002,1.9,414.876,0.414876,Scope 3,Cat 6 — Business travel,SAP travel booking export,9837.63,0.9505,0,2024
TRV-001010,Day-Robinson,AUF,Energy & Petroleum,2024-05-29,5,2,NBO,ELD,short_haul,economy,2,831,0.3002,1.9,498.932,0.498932,Scope 3,Cat 6 — Business travel,SAP travel booking export,17293.56,0.9479,0,2024
TRV-000546,Abbott Jarvis and Hall,TPV,Retail & FMCG,2024-06-04,6,2,NBO,KIS,short_haul,economy,1,1395,0.3002,1.9,418.779,0.418779,Scope 3,Cat 6 — Business travel,SAP travel booking export,9259.59,0.9785,0,2024
TRV-000804,Thompson Inc,BOW,Agriculture,2024-06-09,6,2,NBO,MBA,short_haul,economy,2,2655,0.3002,1.9,1594.062,1.594062,Scope 3,Cat 6 — Business travel,SAP travel booking export,24197.54,0.907,0,2024
TRV-000722,White Martin and Edwards,LJB,Retail & FMCG,2024-06-14,6,2,NBO,KIS,short_haul,economy,2,2804,0.3002,1.9,1683.522,1.683522,Scope 3,Cat 6 — Business travel,SAP travel booking export,43587.06,0.9731,0,2024
TRV-001098,Fletcher Ltd,FLB,Insurance,2024-07-10,7,3,NBO,DAR,short_haul,economy,1,2591,0.3002,1.9,777.818,0.777818,Scope 3,Cat 6 — Business travel,SAP travel booking export,26429.69,0.9236,0,2024
TRV-000611,Palmer Nelson and Nolan,FEV,Manufacturing,2024-01-23,1,1,NBO,ADD,short_haul,economy,1,519,0.3002,1.9,155.804,0.155804,Scope 3,Cat 6 — Business travel,SAP travel booking export,4442.4,0.921,0,2024
TRV-000184,Dickinson Burgess and Fleming,NSF,Telecommunications,2024-01-11,1,1,NBO,CPT,long_haul,economy,3,5473,0.3705,1.9,6083.239,6.083239,Scope 3,Cat 6 — Business travel,SAP travel booking export,151528.26,0.9174,0,2024
TRV-000138,Bowen-Sutton,ZVV,Retail & FMCG,2024-06-03,6,2,NBO,KIS,short_haul,economy,3,1262,0.3002,1.9,1136.557,1.136557,Scope 3,Cat 6 — Business travel,SAP travel booking export,44825.47,0.9366,0,2024
TRV-000786,Cunningham LLC,KJW,Agriculture,2024-04-07,4,2,NBO,DAR,short_haul,economy,3,2278,0.3002,1.9,2051.567,2.051567,Scope 3,Cat 6 — Business travel,SAP travel booking export,68696.58,0.9546,0,2024
TRV-000081,Norris Pearson and Carr,NGC,Banking & Finance,2024-06-27,6,2,NBO,KIS,short_haul,economy,3,2658,0.3002,1.9,2393.795,2.393795,Scope 3,Cat 6 — Business travel,SAP travel booking export,81581.85,0.9343,0,2024
TRV-001090,Fletcher Ltd,FLB,Insurance,2024-11-14,11,4,NBO,MBA,short_haul,economy,2,2233,0.3002,1.9,1340.693,1.340693,Scope 3,Cat 6 — Business travel,SAP travel booking export,26888.54,0.9775,0,2024
TRV-000989,Hill-Bishop,HWZ,Retail & FMCG,2024-11-01,11,4,NBO,DAR,short_haul,economy,3,622,0.3002,1.9,560.173,0.560173,Scope 3,Cat 6 — Business travel,SAP travel booking export,18864.05,0.9483,0,2024
TRV-000542,Abbott Jarvis and Hall,TPV,Retail & FMCG,2024-06-30,6,2,NBO,KIS,short_haul,economy,3,2196,0.3002,1.9,1977.718,1.977718,Scope 3,Cat 6 — Business travel,SAP travel booking export,62872.67,0.9529,0,2024
TRV-000600,Phillips Inc,FGL,Construction,2024-02-08,2,1,NBO,ELD,short_haul,economy,3,700,0.3002,1.9,630.42,0.63042,Scope 3,Cat 6 — Business travel,SAP travel booking export,15432.57,0.9471,0,2024
TRV-000481,Black Walker and Williams,TZV,Insurance,2024-10-17,10,4,NBO,JNB,long_haul,economy,3,11735,0.3705,1.9,13043.452,13.043452,Scope 3,Cat 6 — Business travel,SAP travel booking export,224942.93,0.9204,0,2024
TRV-000166,Clark-Hudson,LQE,Banking & Finance,2024-07-12,7,3,NBO,DAR,short_haul,economy,2,582,0.3002,1.9,349.433,0.349433,Scope 3,Cat 6 — Business travel,SAP travel booking export,9165.31,0.927,0,2024
TRV-000249,Davies-Butler,DHD,Real Estate,2024-03-17,3,1,NBO,KIS,short_haul,economy,2,2732,0.3002,1.9,1640.293,1.640293,Scope 3,Cat 6 — Business travel,SAP travel booking export,63543.47,0.9011,0,2024
TRV-000308,Thomas Smith and Chan,HZJ,Retail & FMCG,2024-11-23,11,4,NBO,ADD,short_haul,economy,3,2208,0.3002,1.9,1988.525,1.988525,Scope 3,Cat 6 — Business travel,SAP travel booking export,31027.94,0.9,0,2024
TRV-001179,Howell Hyde and Duncan,JRG,Insurance,2024-09-23,9,3,NBO,KIS,short_haul,economy,1,1209,0.3002,1.9,362.942,0.362942,Scope 3,Cat 6 — Business travel,SAP travel booking export,9455.16,0.9089,0,2024
TRV-000866,Sanders-Lawrence,IGI,Energy & Petroleum,2024-10-08,10,4,NBO,ELD,short_haul,economy,2,2134,0.3002,1.9,1281.254,1.281254,Scope 3,Cat 6 — Business travel,SAP travel booking export,30740.87,0.9413,0,2024
TRV-000335,Byrne-Richards,JSK,Manufacturing,2024-08-14,8,3,NBO,KIS,short_haul,economy,2,2021,0.3002,1.9,1213.408,1.213408,Scope 3,Cat 6 — Business travel,SAP travel booking export,32549.59,0.9468,0,2024
TRV-000098,Norris Pearson and Carr,NGC,Banking & Finance,2024-09-06,9,3,NBO,JNB,long_haul,economy,2,10372,0.3705,1.9,7685.652,7.685652,Scope 3,Cat 6 — Business travel,SAP travel booking export,222292.13,0.9436,0,2024
TRV-000616,Palmer Nelson and Nolan,FEV,Manufacturing,2024-06-30,6,2,NBO,LHR,long_haul,business,1,8159,0.8151,1.9,6650.401,6.650401,Scope 3,Cat 6 — Business travel,SAP travel booking export,97188.94,0.9366,0,2024
TRV-000933,Watson-Willis,IBK,Energy & Petroleum,2024-10-27,10,4,NBO,CPT,long_haul,economy,2,5966,0.3705,1.9,4420.806,4.420806,Scope 3,Cat 6 — Business travel,SAP travel booking export,105665.06,0.928,0,2024
TRV-001005,Day-Robinson,AUF,Energy & Petroleum,2024-06-06,6,2,NBO,CPT,long_haul,business,3,9551,0.8151,1.9,23355.06,23.35506,Scope 3,Cat 6 — Business travel,SAP travel booking export,200901.25,0.9201,0,2024
TRV-000944,Jones-Thorpe,XMD,Banking & Finance,2024-09-08,9,3,NBO,DAR,short_haul,economy,3,1239,0.3002,1.9,1115.843,1.115843,Scope 3,Cat 6 — Business travel,SAP travel booking export,27935.07,0.9731,0,2024
TRV-000856,James-Harding,MXG,Healthcare,2024-07-21,7,3,NBO,DAR,short_haul,economy,2,2897,0.3002,1.9,1739.359,1.739359,Scope 3,Cat 6 — Business travel,SAP travel booking export,41912.96,0.9283,0,2024
TRV-001199,Moore Group,PMD,Telecommunications,2024-09-12,9,3,NBO,ADD,short_haul,economy,2,2007,0.3002,1.9,1205.003,1.205003,Scope 3,Cat 6 — Business travel,SAP travel booking export,28270.39,0.9195,0,2024
TRV-000708,Patel Woodward and Saunders,JXW,Insurance,2024-03-22,3,1,NBO,ELD,short_haul,economy,1,931,0.3002,1.9,279.486,0.279486,Scope 3,Cat 6 — Business travel,SAP travel booking export,5306.74,0.976,0,2024
TRV-001322,Scott Ltd,ZSQ,Energy & Petroleum,2024-11-28,11,4,NBO,ELD,short_haul,economy,2,659,0.3002,1.9,395.664,0.395664,Scope 3,Cat 6 — Business travel,SAP travel booking export,14008.46,0.9609,0,2024
TRV-000303,Thomas Smith and Chan,HZJ,Retail & FMCG,2024-03-16,3,1,NBO,ELD,short_haul,economy,2,2218,0.3002,1.9,1331.687,1.331687,Scope 3,Cat 6 — Business travel,SAP travel booking export,23932.88,0.9,0,2024
TRV-001101,Shah Hayward and Smith,PFT,Banking & Finance,2024-11-15,11,4,NBO,LHR,long_haul,economy,2,9428,0.3705,1.9,6986.148,6.986148,Scope 3,Cat 6 — Business travel,SAP travel booking export,145859.86,0.9591,0,2024
TRV-000389,Vaughan Quinn and Ford,BVM,Real Estate,2024-08-12,8,3,NBO,LHR,long_haul,economy,1,3582,0.3705,1.9,1327.131,1.327131,Scope 3,Cat 6 — Business travel,SAP travel booking export,39993.42,0.974,0,2024
TRV-000236,Wood-Green,KSC,Agriculture,2024-08-01,8,3,NBO,DAR,short_haul,economy,3,2814,0.3002,1.9,2534.288,2.534288,Scope 3,Cat 6 — Business travel,SAP travel booking export,63847.44,0.9489,0,2024
TRV-001016,Day-Robinson,AUF,Energy & Petroleum,2024-09-29,9,3,NBO,DAR,short_haul,economy,2,2507,0.3002,1.9,1505.203,1.505203,Scope 3,Cat 6 — Business travel,SAP travel booking export,41258.2,0.965,0,2024
TRV-000887,Lawrence-Hurst,FVI,Telecommunications,2024-03-24,3,1,NBO,DAR,short_haul,economy,2,1616,0.3002,1.9,970.246,0.970246,Scope 3,Cat 6 — Business travel,SAP travel booking export,27791.33,0.975,0,2024
TRV-000306,Thomas Smith and Chan,HZJ,Retail & FMCG,2024-03-23,3,1,NBO,MBA,short_haul,economy,3,1584,0.3002,1.9,1426.55,1.42655,Scope 3,Cat 6 — Business travel,SAP travel booking export,34977.29,0.9498,0,2024
TRV-001051,Coles Lee and Smith,TSL,Real Estate,2024-09-11,9,3,NBO,MBA,short_haul,economy,1,1349,0.3002,1.9,404.97,0.40497,Scope 3,Cat 6 — Business travel,SAP travel booking export,13760.44,0.9668,0,2024
TRV-001089,Fletcher Ltd,FLB,Insurance,2024-05-07,5,2,NBO,ELD,short_haul,economy,1,1631,0.3002,1.9,489.626,0.489626,Scope 3,Cat 6 — Business travel,SAP travel booking export,11425.85,0.9791,0,2024
TRV-000250,Davies-Butler,DHD,Real Estate,2024-09-22,9,3,NBO,ELD,short_haul,economy,1,2595,0.3002,1.9,779.019,0.779019,Scope 3,Cat 6 — Business travel,SAP travel booking export,21893.66,0.9152,0,2024
TRV-000946,Jones-Thorpe,XMD,Banking & Finance,2024-09-24,9,3,NBO,ELD,short_haul,economy,2,953,0.3002,1.9,572.181,0.572181,Scope 3,Cat 6 — Business travel,SAP travel booking export,12384.85,0.9384,0,2024
TRV-001059,Coles Lee and Smith,TSL,Real Estate,2024-12-21,12,4,NBO,DAR,short_haul,economy,1,650,0.3002,1.9,195.13,0.19513,Scope 3,Cat 6 — Business travel,SAP travel booking export,3337.52,0.9551,0,2024
TRV-000072,Hussain Begum and Graham,RCA,Healthcare,2024-11-12,11,4,NBO,DAR,short_haul,economy,1,2950,0.3002,1.9,885.59,0.88559,Scope 3,Cat 6 — Business travel,SAP travel booking export,16210.48,0.9438,0,2024
TRV-000095,Norris Pearson and Carr,NGC,Banking & Finance,2024-03-27,3,1,NBO,MBA,short_haul,economy,2,2795,0.3002,1.9,1678.118,1.678118,Scope 3,Cat 6 — Business travel,SAP travel booking export,30907.52,0.9282,0,2024
TRV-000681,Jackson-Bradshaw,EFV,Retail & FMCG,2024-06-07,6,2,NBO,CPT,long_haul,economy,1,3825,0.3705,1.9,1417.162,1.417162,Scope 3,Cat 6 — Business travel,SAP travel booking export,41863.84,0.9787,0,2024
TRV-000034,Patel and Sons,TMF,Construction,2024-09-20,9,3,NBO,JNB,long_haul,economy,2,3553,0.3705,1.9,2632.773,2.632773,Scope 3,Cat 6 — Business travel,SAP travel booking export,76033.92,0.97,0,2024
TRV-000959,Jones-Thorpe,XMD,Banking & Finance,2024-12-06,12,4,NBO,KIS,short_haul,economy,2,2751,0.3002,1.9,1651.7,1.6517,Scope 3,Cat 6 — Business travel,SAP travel booking export,60827.8,0.9226,0,2024
TRV-000449,Haynes-Coates,QKB,Healthcare,2024-07-12,7,3,NBO,ELD,short_haul,economy,1,1367,0.3002,1.9,410.373,0.410373,Scope 3,Cat 6 — Business travel,SAP travel booking export,8359.0,0.912,0,2024
TRV-000446,Haynes-Coates,QKB,Healthcare,2024-11-28,11,4,NBO,DAR,short_haul,economy,3,1934,0.3002,1.9,1741.76,1.74176,Scope 3,Cat 6 — Business travel,SAP travel booking export,38494.96,0.9049,0,2024
TRV-001027,Jennings Inc,RTO,Real Estate,2024-04-06,4,2,NBO,DXB,long_haul,economy,1,6929,0.3705,1.9,2567.195,2.567195,Scope 3,Cat 6 — Business travel,SAP travel booking export,63150.88,0.9637,0,2024
TRV-000728,White Martin and Edwards,LJB,Retail & FMCG,2024-07-08,7,3,NBO,ELD,short_haul,economy,1,2314,0.3002,1.9,694.663,0.694663,Scope 3,Cat 6 — Business travel,SAP travel booking export,15822.99,0.9062,0,2024
TRV-000847,James-Harding,MXG,Healthcare,2024-04-10,4,2,NBO,MBA,short_haul,economy,1,2342,0.3002,1.9,703.068,0.703068,Scope 3,Cat 6 — Business travel,SAP travel booking export,20563.13,0.9755,0,2024
TRV-000078,Hussain Begum and Graham,RCA,Healthcare,2024-09-10,9,3,NBO,DAR,short_haul,economy,3,460,0.3002,1.9,414.276,0.414276,Scope 3,Cat 6 — Business travel,SAP travel booking export,14123.48,0.9344,0,2024
TRV-000085,Norris Pearson and Carr,NGC,Banking & Finance,2024-08-22,8,3,NBO,MBA,short_haul,economy,3,2209,0.3002,1.9,1989.425,1.989425,Scope 3,Cat 6 — Business travel,SAP travel booking export,58871.93,0.9048,0,2024
TRV-000742,Hamilton-O'Connor,UHD,Telecommunications,2024-01-14,1,1,NBO,DAR,short_haul,economy,3,2056,0.3002,1.9,1851.634,1.851634,Scope 3,Cat 6 — Business travel,SAP travel booking export,73325.76,0.9675,0,2024
TRV-000083,Norris Pearson and Carr,NGC,Banking & Finance,2024-10-16,10,4,NBO,ELD,short_haul,economy,2,1165,0.3002,1.9,699.466,0.699466,Scope 3,Cat 6 — Business travel,SAP travel booking export,15099.62,0.9306,0,2024
TRV-000458,Haynes-Coates,QKB,Healthcare,2024-09-13,9,3,NBO,JNB,long_haul,economy,2,5597,0.3705,1.9,4147.377,4.147377,Scope 3,Cat 6 — Business travel,SAP travel booking export,53731.67,0.9303,0,2024
TRV-000829,Tomlinson LLC,IQO,Construction,2024-02-17,2,1,NBO,MBA,short_haul,economy,1,1132,0.3002,1.9,339.826,0.339826,Scope 3,Cat 6 — Business travel,SAP travel booking export,11273.24,0.9775,0,2024
TRV-000922,Watson-Willis,IBK,Energy & Petroleum,2024-08-06,8,3,NBO,DXB,long_haul,business,2,5789,0.8151,1.9,9437.228,9.437228,Scope 3,Cat 6 — Business travel,SAP travel booking export,116385.92,0.9628,0,2024
TRV-000437,Jones Lawrence and Hunter,DIY,Agriculture,2024-12-12,12,4,NBO,ADD,short_haul,economy,1,2147,0.3002,1.9,644.529,0.644529,Scope 3,Cat 6 — Business travel,SAP travel booking export,12605.86,0.9068,0,2024
TRV-000731,White Martin and Edwards,LJB,Retail & FMCG,2024-08-21,8,3,NBO,CPT,long_haul,economy,2,6150,0.3705,1.9,4557.15,4.55715,Scope 3,Cat 6 — Business travel,SAP travel booking export,61778.1,0.9034,0,2024
TRV-001233,Dixon PLC,LHJ,Manufacturing,2024-10-27,10,4,NBO,ELD,short_haul,economy,1,1932,0.3002,1.9,579.986,0.579986,Scope 3,Cat 6 — Business travel,SAP travel booking export,9110.44,0.9096,0,2024
TRV-000405,Shah Griffiths and Walker,ROY,Healthcare,2024-12-06,12,4,NBO,KIS,short_haul,economy,3,390,0.3002,1.9,351.234,0.351234,Scope 3,Cat 6 — Business travel,SAP travel booking export,6261.88,0.9707,0,2024
