anomaly_record_id,company_name,nse_code,vehicle_id,vehicle_class,transaction_date,fuel_declared_l,gps_km_logged,expected_fuel_l,delta_fuel_l,anomaly_flag,anomaly_type,anomaly_confidence,impact_tco2e,isolation_score,resolution_status
ANO-001268,Walsh-Brown,LZS,LZS-VAN-024,diesel_van,2024-05-28,74.2,0.0,0.0,74.2,1,zero_gps_nonzero_fuel,0.9237,0.195888,-0.4336,escalated
ANO-001076,Jones Inc,MJJ,MJJ-BUS-030,diesel_bus,2024-09-02,37.1,68.4,14.53,22.57,1,fuel_type_mismatch,0.8387,0.059585,-0.6696,pending
ANO-000487,Taylor-Bartlett,GUJ,GUJ-LPG-024,lpg_van,2024-05-11,19.7,26.3,3.72,15.98,1,negative_km,0.8284,0.026047,-0.519,pending
ANO-001770,Butler-James,ZQM,ZQM-CNG-030,cng_van,2024-12-06,53.4,0.0,0.0,53.4,1,zero_gps_nonzero_fuel,0.8716,0.108936,-0.6306,resolved
ANO-001034,Jackson Baker and Wood,ITI,ITI-BUS-009,diesel_bus,2024-11-10,51.4,213.7,45.39,6.01,1,negative_km,0.8879,0.015866,-0.4721,pending
ANO-000237,Foster-Goddard,LJY,LJY-SUV-036,petrol_suv,2024-04-03,51.1,157.2,23.19,27.91,1,excessive_idle,0.8799,0.0645,-0.597,pending
ANO-001957,Gibbs Byrne and White,TKR,TKR-MTR-021,petrol_bike,2024-04-08,74.4,0.0,0.0,74.4,1,zero_gps_nonzero_fuel,0.9349,0.170822,-0.3628,pending
ANO-001149,Parry Gill and Jenkins,MSS,MSS-LPG-024,lpg_van,2024-07-13,10.1,207.4,29.37,-19.27,1,negative_km,0.9125,0.03141,-0.6081,pending
ANO-000952,King-Bryant,IJP,IJP-CNG-012,cng_van,2024-12-14,83.7,98.0,12.72,70.98,1,impossible_consumption,0.9322,0.144799,-0.5014,escalated
ANO-000793,White Smith and Dean,DED,DED-CAR-023,petrol_saloon,2024-12-21,33.1,75.8,7.33,25.77,1,duplicate_entry,0.8846,0.059554,-0.5814,resolved
ANO-000381,Smith Holmes and Robinson,QNO,QNO-SUV-014,petrol_suv,2024-07-13,46.6,34.5,5.09,41.51,1,negative_km,0.9048,0.09593,-0.7439,escalated
ANO-000980,Dawson Group,BKC,BKC-TRK-037,diesel_truck,2024-01-25,321.5,84.1,27.79,293.71,1,over_capacity,0.8996,0.775394,-0.6206,escalated
ANO-000737,Lee Miller and Gray,YNV,YNV-BUS-007,diesel_bus,2024-03-18,168.4,297.1,63.1,105.3,1,excessive_idle,0.8298,0.277992,-0.4539,escalated
ANO-001775,Jones-Payne,JKJ,JKJ-LPG-004,lpg_van,2024-12-15,96.7,127.5,18.05,78.65,1,over_capacity,0.9865,0.1282,-0.5182,pending
ANO-000666,Bennett-Evans,RPT,RPT-SUV-010,petrol_suv,2024-05-26,31.6,0.0,0.0,31.6,1,zero_gps_nonzero_fuel,0.9302,0.073028,-0.744,pending
ANO-002192,Howells Daniels and Talbot,XJS,XJS-VAN-001,diesel_van,2024-04-27,107.3,146.0,18.09,89.21,1,over_capacity,0.8961,0.235514,-0.6156,pending
ANO-000714,Ward Smith and Clarke,BGC,BGC-MTR-026,petrol_bike,2024-02-17,44.0,0.0,0.0,44.0,1,zero_gps_nonzero_fuel,0.8473,0.101024,-0.8438,pending
ANO-001259,Greenwood-Parker,TRR,TRR-CNG-014,cng_van,2024-02-17,46.4,176.6,22.92,23.48,1,impossible_consumption,0.9219,0.047899,-0.5958,resolved
ANO-001648,Parry Gill and Jenkins,MSS,MSS-CAR-001,petrol_saloon,2024-01-17,23.6,12.6,1.22,22.38,1,fuel_type_mismatch,0.8746,0.051721,-0.473,pending
ANO-001301,Wood Ford and Smith,DFH,DFH-BUS-035,diesel_bus,2024-08-18,40.6,0.0,0.0,40.6,1,zero_gps_nonzero_fuel,0.9837,0.107184,-0.6966,escalated
ANO-002276,Ward Smith and Clarke,BGC,BGC-CAR-037,petrol_saloon,2024-11-30,41.8,149.2,14.44,27.36,1,negative_km,0.914,0.063229,-0.4376,pending
ANO-001363,Griffiths Pearson and Hall,VUH,VUH-4WD-009,petrol_4wd,2024-06-15,38.4,110.6,18.27,20.13,1,negative_km,0.9188,0.053143,-0.4637,resolved
ANO-000532,Patel PLC,OXH,OXH-VAN-005,diesel_van,2024-12-02,70.0,16.2,2.01,67.99,1,excessive_idle,0.8994,0.179494,-0.7579,pending
ANO-002253,Rogers-James,AFC,AFC-MTR-005,petrol_bike,2024-09-01,48.5,250.0,11.8,36.7,1,duplicate_entry,0.8266,0.084263,-0.7509,pending
ANO-001491,Wood Ford and Smith,DFH,DFH-TRK-008,diesel_truck,2024-07-13,51.6,241.8,79.89,-28.29,1,negative_km,0.9185,0.074686,-0.4147,pending
ANO-000885,James LLC,XEO,XEO-SUV-010,petrol_suv,2024-11-25,53.5,279.5,41.23,12.27,1,duplicate_entry,0.9143,0.028355,-0.5064,pending
ANO-000347,Brown Ltd,ECS,ECS-SUV-044,petrol_suv,2024-09-01,98.6,130.3,19.22,79.38,1,over_capacity,0.9459,0.183448,-0.5172,resolved
ANO-000467,Martin Inc,RRM,RRM-SUV-017,petrol_suv,2024-06-17,79.5,218.6,32.24,47.26,1,over_capacity,0.9207,0.109218,-0.7818,escalated
ANO-002281,Jones LLC,IBW,IBW-4WD-015,petrol_4wd,2024-10-06,51.3,0.0,0.0,51.3,1,zero_gps_nonzero_fuel,0.9546,0.135432,-0.4174,pending
ANO-001528,Dickinson Ltd,ZWK,ZWK-4WD-045,petrol_4wd,2024-07-14,127.5,36.4,6.01,121.49,1,over_capacity,0.8276,0.320734,-0.845,escalated
ANO-002361,Jones LLC,IBW,IBW-SUV-030,petrol_suv,2024-08-05,54.9,243.4,35.9,19.0,1,fuel_type_mismatch,0.8574,0.043909,-0.7259,escalated
ANO-001126,White-Collins,XSE,XSE-4WD-023,petrol_4wd,2024-09-13,39.1,24.1,3.98,35.12,1,fuel_type_mismatch,0.9051,0.092717,-0.376,resolved
ANO-001820,Cross-Thomas,EHK,EHK-MTR-023,petrol_bike,2024-01-07,33.4,298.7,14.1,19.3,1,impossible_consumption,0.942,0.044312,-0.4386,resolved
ANO-001161,White-Collins,XSE,XSE-TRK-030,diesel_truck,2024-04-01,57.5,215.2,71.1,-13.6,1,duplicate_entry,0.9797,0.035904,-0.6702,escalated
ANO-000444,Martin Inc,RRM,RRM-SUV-008,petrol_suv,2024-07-03,38.4,136.0,20.06,18.34,1,fuel_type_mismatch,0.8588,0.042383,-0.5981,resolved
ANO-001153,Walsh-Brown,LZS,LZS-VAN-048,diesel_van,2024-09-28,57.9,205.1,25.41,32.49,1,negative_km,0.973,0.085774,-0.3778,pending
ANO-002029,Parry Gill and Jenkins,MSS,MSS-CAR-045,petrol_saloon,2024-04-05,80.5,140.9,13.63,66.87,1,impossible_consumption,0.8605,0.154536,-0.6302,resolved
ANO-001840,Taylor-Ball,CGQ,CGQ-MTR-045,petrol_bike,2024-09-02,54.2,262.6,12.39,41.81,1,duplicate_entry,0.987,0.095996,-0.8303,pending
ANO-000226,Bell Harris and Walters,PPW,PPW-4WD-008,petrol_4wd,2024-08-14,26.1,76.4,12.62,13.48,1,duplicate_entry,0.8317,0.035587,-0.6711,pending
ANO-000728,Taylor-Ball,CGQ,CGQ-4WD-015,petrol_4wd,2024-03-24,24.6,109.5,18.09,6.51,1,negative_km,0.9148,0.017186,-0.4756,resolved
ANO-000519,Carter-Payne,IUF,IUF-4WD-012,petrol_4wd,2024-11-25,101.8,277.4,45.83,55.97,1,impossible_consumption,0.8428,0.147761,-0.4714,pending
ANO-000299,King-Bryant,IJP,IJP-VAN-034,diesel_van,2024-03-16,53.0,146.3,18.13,34.87,1,duplicate_entry,0.9506,0.092057,-0.7803,pending
ANO-001746,Taylor-Bartlett,GUJ,GUJ-TRK-047,diesel_truck,2024-10-18,28.6,0.0,0.0,28.6,1,zero_gps_nonzero_fuel,0.9318,0.075504,-0.4205,escalated
ANO-002362,Bennett-Evans,RPT,RPT-4WD-018,petrol_4wd,2024-09-19,52.5,238.0,39.32,13.18,1,impossible_consumption,0.9365,0.034795,-0.7872,pending
ANO-001964,Bennett-Evans,RPT,RPT-4WD-036,petrol_4wd,2024-09-01,14.5,21.0,3.47,11.03,1,negative_km,0.9236,0.029119,-0.7574,escalated
ANO-000930,Parry Gill and Jenkins,MSS,MSS-BUS-031,diesel_bus,2024-10-02,40.6,0.0,0.0,40.6,1,zero_gps_nonzero_fuel,0.9675,0.107184,-0.82,pending
ANO-000834,Parry Gill and Jenkins,MSS,MSS-SUV-047,petrol_suv,2024-03-29,64.8,166.0,24.48,40.32,1,excessive_idle,0.8719,0.09318,-0.6295,escalated
ANO-001792,O'Sullivan PLC,ZTD,ZTD-CNG-018,cng_van,2024-11-15,78.1,231.0,29.98,48.12,1,over_capacity,0.8269,0.098165,-0.6585,pending
ANO-000502,Taylor-Bartlett,GUJ,GUJ-VAN-016,diesel_van,2024-01-20,76.6,96.3,11.93,64.67,1,impossible_consumption,0.8314,0.170729,-0.3617,escalated
ANO-000126,Brown Ltd,ECS,ECS-4WD-022,petrol_4wd,2024-11-22,33.7,98.0,16.19,17.51,1,negative_km,0.9673,0.046226,-0.8438,pending
ANO-001945,Parry Gill and Jenkins,MSS,MSS-CNG-007,cng_van,2024-12-07,54.0,40.2,5.22,48.78,1,impossible_consumption,0.9041,0.099511,-0.6811,pending
ANO-000288,O'Connor Inc,APN,APN-TRK-001,diesel_truck,2024-10-18,436.6,150.3,49.66,386.94,1,over_capacity,0.9123,1.021522,-0.7167,pending
ANO-000405,Moore-Parry,FNM,FNM-SUV-022,petrol_suv,2024-08-13,82.1,221.1,32.61,49.49,1,over_capacity,0.8973,0.114371,-0.8494,pending
ANO-000608,Jones Stanley and Hughes,SZS,SZS-CAR-040,petrol_saloon,2024-05-24,32.2,15.3,1.48,30.72,1,impossible_consumption,0.8926,0.070994,-0.7508,resolved
ANO-002475,Shepherd-Holden,PYE,PYE-4WD-036,petrol_4wd,2024-01-05,120.7,168.7,27.87,92.83,1,over_capacity,0.8903,0.245071,-0.4246,pending
ANO-000016,Jones LLC,IBW,IBW-BUS-032,diesel_bus,2024-09-07,20.3,35.1,7.46,12.84,1,duplicate_entry,0.8312,0.033898,-0.849,escalated
ANO-000833,Martin Inc,RRM,RRM-BUS-013,diesel_bus,2024-03-15,40.3,0.0,0.0,40.3,1,zero_gps_nonzero_fuel,0.9611,0.106392,-0.7664,escalated
ANO-001614,Jackson Baker and Wood,ITI,ITI-4WD-040,petrol_4wd,2024-10-17,83.7,194.6,32.15,51.55,1,excessive_idle,0.8433,0.136092,-0.362,pending
ANO-001884,Carter-Payne,IUF,IUF-LPG-017,lpg_van,2024-11-14,37.5,149.7,21.2,16.3,1,fuel_type_mismatch,0.9792,0.026569,-0.6184,escalated
ANO-001063,Harris-Brown,XXN,XXN-BUS-039,diesel_bus,2024-05-29,23.3,255.0,54.16,-30.86,1,fuel_type_mismatch,0.8425,0.08147,-0.5409,pending
ANO-001615,Thompson Green and Lowe,ICD,ICD-BUS-004,diesel_bus,2024-04-01,36.7,0.0,0.0,36.7,1,zero_gps_nonzero_fuel,0.8501,0.096888,-0.5236,pending
ANO-002431,Smith Group,QBD,QBD-TRK-014,diesel_truck,2024-01-29,250.0,245.7,81.18,168.82,1,impossible_consumption,0.9847,0.445685,-0.845,pending
ANO-001688,Burton PLC,JBS,JBS-CAR-017,petrol_saloon,2024-06-23,52.5,38.5,3.73,48.77,1,impossible_consumption,0.9027,0.112708,-0.356,pending
ANO-001215,Phillips-Phillips,OXF,OXF-CNG-020,cng_van,2024-10-05,42.1,154.5,20.05,22.05,1,fuel_type_mismatch,0.9563,0.044982,-0.3527,pending
ANO-000634,Foster-Goddard,LJY,LJY-SUV-005,petrol_suv,2024-07-29,55.4,253.8,37.44,17.96,1,duplicate_entry,0.8994,0.041505,-0.6672,pending
ANO-000351,Carter-Payne,IUF,IUF-BUS-020,diesel_bus,2024-01-11,57.0,238.6,50.68,6.32,1,duplicate_entry,0.9573,0.016685,-0.6561,pending
ANO-002122,Burton PLC,JBS,JBS-LPG-031,lpg_van,2024-11-20,44.2,154.1,21.82,22.38,1,negative_km,0.938,0.036479,-0.6161,escalated
ANO-000562,Greenwood-Parker,TRR,TRR-VAN-044,diesel_van,2024-08-02,112.0,216.2,26.79,85.21,1,over_capacity,0.9703,0.224954,-0.5971,escalated
ANO-000916,Rogers-James,AFC,AFC-LPG-014,lpg_van,2024-07-12,23.8,292.5,41.42,-17.62,1,fuel_type_mismatch,0.9146,0.028721,-0.7676,resolved
ANO-002369,Cross-Thomas,EHK,EHK-SUV-041,petrol_suv,2024-04-11,56.5,182.1,26.86,29.64,1,excessive_idle,0.8648,0.068498,-0.7018,pending
ANO-001999,Gibbs Byrne and White,TKR,TKR-CAR-029,petrol_saloon,2024-11-08,44.5,43.6,4.22,40.28,1,excessive_idle,0.9406,0.093088,-0.6817,pending
ANO-000646,Griffiths Pearson and Hall,VUH,VUH-4WD-004,petrol_4wd,2024-01-12,61.6,0.0,0.0,61.6,1,zero_gps_nonzero_fuel,0.8958,0.162624,-0.6338,escalated
ANO-001323,Howells Daniels and Talbot,XJS,XJS-BUS-021,diesel_bus,2024-05-07,146.0,243.4,51.7,94.3,1,excessive_idle,0.9294,0.248952,-0.3679,pending
ANO-001220,Jackson Baker and Wood,ITI,ITI-CAR-021,petrol_saloon,2024-07-11,67.0,208.0,20.13,46.87,1,over_capacity,0.9133,0.108317,-0.6495,pending
ANO-001075,Archer Atkins and Goddard,TML,TML-4WD-042,petrol_4wd,2024-12-27,54.6,244.6,40.41,14.19,1,impossible_consumption,0.9706,0.037462,-0.4262,pending
ANO-002025,Holt-Murphy,GUP,GUP-VAN-048,diesel_van,2024-06-05,73.3,237.7,29.45,43.85,1,excessive_idle,0.9172,0.115764,-0.6028,pending
ANO-000472,Patel PLC,OXH,OXH-LPG-015,lpg_van,2024-01-11,16.0,211.2,29.91,-13.91,1,negative_km,0.898,0.022673,-0.4693,resolved
ANO-000088,Jackson Baker and Wood,ITI,ITI-LPG-036,lpg_van,2024-05-31,33.8,0.0,0.0,33.8,1,zero_gps_nonzero_fuel,0.9273,0.055094,-0.389,pending
ANO-002151,Foster-Goddard,LJY,LJY-SUV-049,petrol_suv,2024-05-10,57.4,214.7,31.67,25.73,1,excessive_idle,0.8225,0.059462,-0.3767,resolved
ANO-000520,Patel-Robinson,CSA,CSA-LPG-048,lpg_van,2024-05-19,38.5,0.0,0.0,38.5,1,zero_gps_nonzero_fuel,0.8592,0.062755,-0.717,resolved
ANO-002330,Lee Miller and Gray,YNV,YNV-4WD-037,petrol_4wd,2024-01-09,115.1,21.0,3.47,111.63,1,impossible_consumption,0.9888,0.294703,-0.8349,pending
ANO-002046,White Smith and Dean,DED,DED-VAN-022,diesel_van,2024-06-11,29.0,37.5,4.65,24.35,1,fuel_type_mismatch,0.9273,0.064284,-0.4461,pending
ANO-002090,Martin-Jackson,JPG,JPG-CAR-008,petrol_saloon,2024-02-29,28.3,55.3,5.35,22.95,1,impossible_consumption,0.8327,0.053037,-0.8433,pending
ANO-001651,Bennett-Evans,RPT,RPT-BUS-001,diesel_bus,2024-07-14,29.8,222.7,47.3,-17.5,1,duplicate_entry,0.9689,0.0462,-0.6162,pending
ANO-002278,Dickinson Ltd,ZWK,ZWK-MTR-047,petrol_bike,2024-08-14,47.8,281.6,13.29,34.51,1,duplicate_entry,0.9261,0.079235,-0.3843,pending
ANO-000401,Jones Stanley and Hughes,SZS,SZS-TRK-035,diesel_truck,2024-01-07,45.0,219.7,72.59,-27.59,1,negative_km,0.9799,0.072838,-0.6849,pending
ANO-000131,Lee Miller and Gray,YNV,YNV-BUS-038,diesel_bus,2024-02-06,50.8,147.4,31.31,19.49,1,negative_km,0.9593,0.051454,-0.3761,escalated
ANO-002406,King-Bryant,IJP,IJP-CNG-012,cng_van,2024-08-28,87.2,148.5,19.28,67.92,1,over_capacity,0.8576,0.138557,-0.5753,pending
ANO-000486,Jones Inc,MJJ,MJJ-VAN-048,diesel_van,2024-12-17,13.4,215.0,26.64,-13.24,1,fuel_type_mismatch,0.9461,0.034954,-0.7597,pending
ANO-001783,Henderson-Bell,PPK,PPK-CAR-038,petrol_saloon,2024-06-26,44.2,163.6,15.83,28.37,1,excessive_idle,0.9039,0.065563,-0.4985,escalated
ANO-000534,O'Connor Inc,APN,APN-LPG-033,lpg_van,2024-01-04,40.9,232.5,32.92,7.98,1,fuel_type_mismatch,0.9755,0.013007,-0.4035,resolved
ANO-000637,Johnson Dixon and King,ADC,ADC-SUV-025,petrol_suv,2024-02-17,58.1,255.1,37.63,20.47,1,negative_km,0.8837,0.047306,-0.5266,pending
ANO-000338,Cross-Thomas,EHK,EHK-VAN-009,diesel_van,2024-11-16,101.5,292.3,36.22,65.28,1,over_capacity,0.8467,0.172339,-0.8382,pending
ANO-000384,Archer Atkins and Goddard,TML,TML-4WD-048,petrol_4wd,2024-10-03,50.5,159.7,26.38,24.12,1,negative_km,0.8884,0.063677,-0.4938,resolved
ANO-000812,Franklin Bibi and Lewis,IDW,IDW-VAN-045,diesel_van,2024-10-22,60.3,106.7,13.22,47.08,1,excessive_idle,0.8566,0.124291,-0.7531,pending
ANO-001386,White-Collins,XSE,XSE-VAN-040,diesel_van,2024-02-18,60.1,202.9,25.14,34.96,1,excessive_idle,0.8567,0.092294,-0.7369,escalated
ANO-001217,Taylor-Bartlett,GUJ,GUJ-VAN-002,diesel_van,2024-07-17,35.8,12.0,1.49,34.31,1,impossible_consumption,0.8336,0.090578,-0.453,pending
ANO-001111,Franklin Bibi and Lewis,IDW,IDW-SUV-025,petrol_suv,2024-01-07,88.8,158.8,23.42,65.38,1,over_capacity,0.9412,0.151093,-0.5348,pending
ANO-000106,Carter-Payne,IUF,IUF-MTR-044,petrol_bike,2024-10-01,51.3,154.1,7.27,44.03,1,duplicate_entry,0.8812,0.101093,-0.4062,pending
ANO-000197,Smith Holmes and Robinson,QNO,QNO-TRK-021,diesel_truck,2024-04-28,16.1,262.6,86.76,-70.66,1,negative_km,0.9645,0.186542,-0.7965,pending
ANO-002189,Phillips-Phillips,OXF,OXF-VAN-004,diesel_van,2024-10-13,87.6,237.6,29.44,58.16,1,over_capacity,0.9857,0.153542,-0.5387,pending
ANO-000112,James LLC,XEO,XEO-VAN-010,diesel_van,2024-10-28,61.6,153.9,19.07,42.53,1,impossible_consumption,0.8956,0.112279,-0.4166,pending
ANO-000838,Davies-Kennedy,DAB,DAB-CNG-005,cng_van,2024-08-22,39.9,106.2,13.78,26.12,1,negative_km,0.8483,0.053285,-0.3855,pending
ANO-001224,Butler-James,ZQM,ZQM-BUS-026,diesel_bus,2024-11-01,173.7,83.7,17.78,155.92,1,excessive_idle,0.9023,0.411629,-0.7565,pending
ANO-001142,Dawson Group,BKC,BKC-CNG-049,cng_van,2024-10-08,83.1,91.0,11.81,71.29,1,over_capacity,0.9161,0.145432,-0.8135,escalated
ANO-000415,Jones Carter and Carr,UFG,UFG-4WD-021,petrol_4wd,2024-01-27,53.0,0.0,0.0,53.0,1,zero_gps_nonzero_fuel,0.9197,0.13992,-0.5054,resolved
ANO-000294,Jackson Baker and Wood,ITI,ITI-MTR-009,petrol_bike,2024-05-21,50.6,146.4,6.91,43.69,1,negative_km,0.8657,0.100313,-0.5573,escalated
ANO-000353,Griffiths Pearson and Hall,VUH,VUH-SUV-005,petrol_suv,2024-09-20,95.7,20.2,2.98,92.72,1,over_capacity,0.8555,0.214276,-0.4976,pending
ANO-000664,King-Bryant,IJP,IJP-TRK-027,diesel_truck,2024-06-16,43.1,141.8,46.85,-3.75,1,negative_km,0.9828,0.0099,-0.4903,resolved
ANO-000639,Brown Ltd,ECS,ECS-SUV-031,petrol_suv,2024-04-19,59.7,0.0,0.0,59.7,1,zero_gps_nonzero_fuel,0.9534,0.137967,-0.6389,escalated
ANO-000525,Jones Inc,MJJ,MJJ-4WD-024,petrol_4wd,2024-01-16,125.5,208.2,34.39,91.11,1,over_capacity,0.988,0.24053,-0.8253,pending
ANO-001103,Hale Day and Hudson,VWT,VWT-LPG-022,lpg_van,2024-11-19,40.2,59.4,8.41,31.79,1,negative_km,0.8628,0.051818,-0.8424,pending
ANO-001189,James Hale and Shepherd,QSC,QSC-MTR-038,petrol_bike,2024-03-29,12.5,120.4,5.68,6.82,1,excessive_idle,0.8327,0.015659,-0.5384,pending
ANO-000442,Carter-Payne,IUF,IUF-SUV-019,petrol_suv,2024-06-29,87.5,169.4,24.99,62.51,1,over_capacity,0.9393,0.144461,-0.7082,pending
ANO-000527,Dickinson Ltd,ZWK,ZWK-BUS-008,diesel_bus,2024-12-29,235.2,210.3,44.67,190.53,1,over_capacity,0.8989,0.502999,-0.5356,escalated
ANO-000484,James Hale and Shepherd,QSC,QSC-MTR-024,petrol_bike,2024-03-20,50.6,71.4,3.37,47.23,1,duplicate_entry,0.8845,0.10844,-0.6801,escalated
ANO-001129,Griffiths Pearson and Hall,VUH,VUH-4WD-015,petrol_4wd,2024-10-02,98.2,218.8,36.15,62.05,1,impossible_consumption,0.8884,0.163812,-0.6943,resolved
ANO-002011,Burton PLC,JBS,JBS-CAR-043,petrol_saloon,2024-02-07,54.3,203.8,19.72,34.58,1,negative_km,0.8396,0.079914,-0.445,pending
ANO-000033,Rogers-James,AFC,AFC-MTR-049,petrol_bike,2024-01-16,54.8,230.7,10.89,43.91,1,duplicate_entry,0.832,0.100818,-0.6722,pending
ANO-000732,Taylor Parkin and Reid,TSN,TSN-CNG-022,cng_van,2024-01-15,40.2,165.1,21.43,18.77,1,impossible_consumption,0.9756,0.038291,-0.7697,resolved
ANO-000194,King-Bryant,IJP,IJP-CAR-005,petrol_saloon,2024-08-08,22.0,230.5,22.3,-0.3,1,negative_km,0.9536,0.000693,-0.847,pending
ANO-001871,Rogers-James,AFC,AFC-CNG-010,cng_van,2024-12-22,38.4,112.5,14.6,23.8,1,negative_km,0.9129,0.048552,-0.6223,escalated
ANO-001156,Smith Holmes and Robinson,QNO,QNO-MTR-007,petrol_bike,2024-11-07,58.3,124.7,5.89,52.41,1,negative_km,0.9136,0.120334,-0.4632,resolved
ANO-001257,Henderson-Bell,PPK,PPK-SUV-042,petrol_suv,2024-09-07,24.6,20.5,3.02,21.58,1,duplicate_entry,0.9107,0.049872,-0.5596,resolved
ANO-001814,Butler-James,ZQM,ZQM-MTR-046,petrol_bike,2024-10-30,12.8,58.9,2.78,10.02,1,impossible_consumption,0.9137,0.023006,-0.4807,escalated
ANO-001144,Bell Harris and Walters,PPW,PPW-LPG-023,lpg_van,2024-09-16,99.0,11.9,1.69,97.31,1,over_capacity,0.8957,0.158615,-0.5294,pending
ANO-001662,Harris-Brown,XXN,XXN-SUV-038,petrol_suv,2024-06-01,98.9,121.0,17.85,81.05,1,over_capacity,0.87,0.187307,-0.6428,escalated
ANO-001851,O'Connor Inc,APN,APN-CAR-005,petrol_saloon,2024-04-17,58.2,156.9,15.18,43.02,1,over_capacity,0.8897,0.099419,-0.4022,pending
ANO-001581,Wood Ford and Smith,DFH,DFH-4WD-032,petrol_4wd,2024-11-01,99.1,275.4,45.5,53.6,1,over_capacity,0.9214,0.141504,-0.7299,pending
ANO-000367,Taylor-Bartlett,GUJ,GUJ-TRK-034,diesel_truck,2024-02-01,14.8,14.2,4.69,10.11,1,fuel_type_mismatch,0.9444,0.02669,-0.7433,pending
ANO-002225,Brown Ltd,ECS,ECS-BUS-022,diesel_bus,2024-01-27,56.5,141.0,29.95,26.55,1,negative_km,0.8874,0.070092,-0.5388,escalated
ANO-000542,Moore-Parry,FNM,FNM-MTR-005,petrol_bike,2024-10-10,27.3,19.3,0.91,26.39,1,fuel_type_mismatch,0.8386,0.060592,-0.7253,pending
ANO-001638,Ward Smith and Clarke,BGC,BGC-BUS-009,diesel_bus,2024-03-04,140.0,88.4,18.78,121.22,1,excessive_idle,0.9255,0.320021,-0.8152,pending
ANO-001836,Butler-James,ZQM,ZQM-TRK-027,diesel_truck,2024-04-13,250.5,189.7,62.68,187.82,1,impossible_consumption,0.9089,0.495845,-0.6947,pending
ANO-001741,Foster-Goddard,LJY,LJY-MTR-041,petrol_bike,2024-05-10,27.2,299.4,14.13,13.07,1,negative_km,0.9001,0.030009,-0.5763,escalated
ANO-002071,Rogers-James,AFC,AFC-CNG-045,cng_van,2024-04-24,50.3,244.6,31.75,18.55,1,impossible_consumption,0.9159,0.037842,-0.8423,pending
ANO-000593,Morgan and Sons,NQY,NQY-4WD-039,petrol_4wd,2024-01-29,38.5,63.2,10.44,28.06,1,fuel_type_mismatch,0.8667,0.074078,-0.814,escalated
ANO-000908,Dickinson Ltd,ZWK,ZWK-TRK-003,diesel_truck,2024-05-02,11.3,291.6,96.34,-85.04,1,fuel_type_mismatch,0.9703,0.224506,-0.7884,pending
ANO-000176,Wood Ford and Smith,DFH,DFH-BUS-019,diesel_bus,2024-02-09,217.3,193.0,40.99,176.31,1,over_capacity,0.8306,0.465458,-0.5354,pending
ANO-002105,White-Collins,XSE,XSE-4WD-005,petrol_4wd,2024-11-05,11.3,158.0,26.1,-14.8,1,fuel_type_mismatch,0.8308,0.039072,-0.6595,escalated
ANO-000242,Bell Harris and Walters,PPW,PPW-SUV-003,petrol_suv,2024-02-15,98.8,52.8,7.79,91.01,1,over_capacity,0.8559,0.210324,-0.8224,escalated
ANO-001128,Harris-Brown,XXN,XXN-MTR-038,petrol_bike,2024-12-06,13.6,192.8,9.1,4.5,1,excessive_idle,0.9805,0.010332,-0.8196,pending
ANO-000779,Wood Ford and Smith,DFH,DFH-LPG-007,lpg_van,2024-08-12,57.6,169.2,23.96,33.64,1,negative_km,0.8971,0.054833,-0.6196,resolved
ANO-000320,White Smith and Dean,DED,DED-CNG-049,cng_van,2024-01-04,41.3,131.7,17.09,24.21,1,negative_km,0.8218,0.049388,-0.4479,resolved
ANO-000101,Jones-Payne,JKJ,JKJ-SUV-038,petrol_suv,2024-11-03,110.8,173.0,25.52,85.28,1,impossible_consumption,0.8565,0.197082,-0.6586,resolved
ANO-001456,Jones Stanley and Hughes,SZS,SZS-BUS-034,diesel_bus,2024-08-07,26.6,103.7,22.03,4.57,1,negative_km,0.9228,0.012065,-0.5721,pending
ANO-000805,Taylor Parkin and Reid,TSN,TSN-CNG-001,cng_van,2024-08-23,29.3,0.0,0.0,29.3,1,zero_gps_nonzero_fuel,0.9164,0.059772,-0.4535,escalated
ANO-001341,Brown Ltd,ECS,ECS-SUV-029,petrol_suv,2024-08-28,28.8,0.0,0.0,28.8,1,zero_gps_nonzero_fuel,0.8814,0.066557,-0.5696,resolved
ANO-000870,Greenwood-Parker,TRR,TRR-CAR-012,petrol_saloon,2024-03-30,55.8,288.2,27.89,27.91,1,over_capacity,0.9114,0.0645,-0.8308,pending
ANO-000512,Ward Smith and Clarke,BGC,BGC-BUS-008,diesel_bus,2024-11-09,179.0,14.7,3.12,175.88,1,excessive_idle,0.8324,0.464323,-0.6935,escalated
ANO-001311,Davies Griffin and Clarke,ESU,ESU-BUS-035,diesel_bus,2024-01-18,47.3,252.3,53.59,-6.29,1,negative_km,0.8323,0.016606,-0.6245,pending
ANO-001057,Shaw Ltd,FCJ,FCJ-TRK-041,diesel_truck,2024-02-04,412.0,272.3,89.97,322.03,1,over_capacity,0.8348,0.850159,-0.4744,pending
ANO-002065,Patel-Robinson,CSA,CSA-4WD-033,petrol_4wd,2024-10-13,108.7,259.1,42.8,65.9,1,impossible_consumption,0.8293,0.173976,-0.7823,pending
ANO-001243,Holt-Murphy,GUP,GUP-VAN-026,diesel_van,2024-09-06,71.5,245.1,30.37,41.13,1,excessive_idle,0.8617,0.108583,-0.6977,pending
