sim_id,ev_mandate_pct,fuel_economy_std_pct,remote_work_pct,sector_baseline_tco2e,projected_reduction_tco2e,projected_total_tco2e,reduction_pct,ndc_2025_target,ndc_gap_tco2e,ndc_met,label_ndc_met
SIM-001064,9.7,19.1,43.7,218000,20679.2,197320.8,9.49,200000,0.0,1,yes
SIM-002200,10.5,29.6,4.7,218000,17638.5,200361.5,8.09,200000,361.5,0,no
SIM-000785,1.3,0.4,19.1,218000,5385.5,212614.5,2.47,200000,12614.5,0,no
SIM-000513,83.9,47.8,37.2,218000,74266.7,143733.3,34.07,200000,0.0,1,yes
SIM-002237,31.8,28.2,48.4,218000,38708.2,179291.8,17.76,200000,0.0,1,yes
SIM-002099,8.7,43.7,25.9,218000,24095.5,193904.5,11.05,200000,0.0,1,yes
SIM-000146,39.4,20.4,38.8,218000,38729.3,179270.7,17.77,200000,0.0,1,yes
SIM-002002,27.0,35.4,24.5,218000,32097.5,185902.5,14.72,200000,0.0,1,yes
SIM-000898,36.7,21.4,23.7,218000,33346.4,184653.6,15.3,200000,0.0,1,yes
SIM-000709,25.1,6.7,25.5,218000,22380.5,195619.5,10.27,200000,0.0,1,yes
SIM-001159,80.4,34.1,31.6,218000,65745.2,152254.8,30.16,200000,0.0,1,yes
SIM-000718,66.9,24.4,20.7,218000,52465.5,165534.5,24.07,200000,0.0,1,yes
SIM-002459,46.4,15.9,4.9,218000,34324.6,183675.4,15.75,200000,0.0,1,yes
SIM-000285,38.8,30.9,27.3,218000,38551.0,179449.0,17.68,200000,0.0,1,yes
SIM-001018,23.7,43.4,43.3,218000,37205.3,180794.7,17.07,200000,0.0,1,yes
SIM-000858,37.8,38.3,34.0,218000,42551.0,175449.0,19.52,200000,0.0,1,yes
SIM-000061,60.5,13.4,53.4,218000,51098.5,166901.5,23.44,200000,0.0,1,yes
SIM-001897,65.1,36.6,25.4,218000,56638.3,161361.7,25.98,200000,0.0,1,yes
SIM-001724,12.4,49.1,49.1,218000,32857.0,185143.0,15.07,200000,0.0,1,yes
SIM-001121,63.7,11.7,59.9,218000,54924.5,163075.5,25.19,200000,0.0,1,yes
SIM-002464,62.9,18.3,34.9,218000,51099.8,166900.2,23.44,200000,0.0,1,yes
SIM-001748,48.9,9.5,22.1,218000,38061.6,179938.4,17.46,200000,0.0,1,yes
SIM-002110,88.6,44.5,1.0,218000,69418.9,148581.1,31.84,200000,0.0,1,yes
SIM-001608,63.8,24.9,13.8,218000,50001.8,167998.2,22.94,200000,0.0,1,yes
SIM-000171,46.4,47.3,53.7,218000,54899.8,163100.2,25.18,200000,0.0,1,yes
SIM-002152,46.8,37.9,43.9,218000,49331.3,168668.7,22.63,200000,0.0,1,yes
SIM-000304,73.1,11.6,31.2,218000,53789.3,164210.7,24.67,200000,0.0,1,yes
SIM-000510,70.4,32.2,17.1,218000,57453.9,160546.1,26.36,200000,0.0,1,yes
SIM-000275,31.1,29.8,58.5,218000,40559.9,177440.1,18.61,200000,0.0,1,yes
SIM-002058,13.3,15.8,50.9,218000,23199.4,194800.6,10.64,200000,0.0,1,yes
SIM-001300,23.9,39.3,1.4,218000,28042.3,189957.7,12.86,200000,0.0,1,yes
SIM-001711,2.7,8.4,28.8,218000,9883.4,208116.6,4.53,200000,8116.6,0,no
SIM-000205,78.4,35.5,58.4,218000,71211.1,146788.9,32.67,200000,0.0,1,yes
SIM-001109,26.5,42.7,0.1,218000,30062.7,187937.3,13.79,200000,0.0,1,yes
SIM-001454,42.1,25.2,46.2,218000,43287.3,174712.7,19.86,200000,0.0,1,yes
SIM-001221,18.5,47.8,51.4,218000,36684.1,181315.9,16.83,200000,0.0,1,yes
SIM-001866,82.6,29.4,18.2,218000,63653.5,154346.5,29.2,200000,0.0,1,yes
SIM-001173,67.6,10.5,5.4,218000,46508.6,171491.4,21.33,200000,0.0,1,yes
SIM-000825,5.2,19.3,16.8,218000,12341.4,205658.6,5.66,200000,5658.6,0,no
SIM-002344,2.0,11.0,44.3,218000,12818.6,205181.4,5.88,200000,5181.4,0,no
SIM-000967,85.2,48.9,53.8,218000,77903.3,140096.7,35.74,200000,0.0,1,yes
SIM-000910,10.5,33.8,39.8,218000,26058.7,191941.3,11.95,200000,0.0,1,yes
SIM-001298,73.2,39.8,6.3,218000,59275.7,158724.3,27.19,200000,0.0,1,yes
SIM-000600,62.6,9.3,30.0,218000,47640.1,170359.9,21.85,200000,0.0,1,yes
SIM-002460,14.3,17.7,16.8,218000,17065.1,200934.9,7.83,200000,934.9,0,no
SIM-000273,26.3,33.6,17.6,218000,29842.3,188157.7,13.69,200000,0.0,1,yes
SIM-000440,54.1,2.9,7.4,218000,35976.6,182023.4,16.5,200000,0.0,1,yes
SIM-000063,7.7,35.5,11.2,218000,17753.0,200247.0,8.14,200000,247.0,0,no
SIM-000104,10.6,1.5,32.6,218000,12627.7,205372.3,5.79,200000,5372.3,0,no
SIM-000582,48.1,49.3,13.2,218000,47664.3,170335.7,21.86,200000,0.0,1,yes
SIM-001412,76.2,17.4,38.6,218000,60259.5,157740.5,27.64,200000,0.0,1,yes
SIM-000943,13.6,19.8,38.2,218000,21585.3,196414.7,9.9,200000,0.0,1,yes
SIM-000642,69.9,43.2,34.5,218000,63341.6,154658.4,29.06,200000,0.0,1,yes
SIM-001858,46.0,16.1,53.8,218000,44536.2,173463.8,20.43,200000,0.0,1,yes
SIM-000312,17.6,30.6,31.7,218000,26829.0,191171.0,12.31,200000,0.0,1,yes
SIM-001060,70.8,6.8,43.6,218000,53971.3,164028.7,24.76,200000,0.0,1,yes
SIM-001409,14.2,43.2,47.2,218000,32773.0,185227.0,15.03,200000,0.0,1,yes
SIM-001464,79.5,16.9,20.7,218000,58458.2,159541.8,26.82,200000,0.0,1,yes
SIM-001696,71.1,35.0,19.0,218000,57904.1,160095.9,26.56,200000,0.0,1,yes
SIM-001324,27.1,6.8,26.2,218000,24080.4,193919.6,11.05,200000,0.0,1,yes
SIM-001943,55.3,16.1,19.0,218000,42946.1,175053.9,19.7,200000,0.0,1,yes
SIM-001043,18.7,2.7,43.8,218000,21507.6,196492.4,9.87,200000,0.0,1,yes
SIM-002100,49.2,43.8,42.6,218000,52269.7,165730.3,23.98,200000,0.0,1,yes
SIM-001911,29.0,23.9,49.8,218000,34939.2,183060.8,16.03,200000,0.0,1,yes
SIM-002172,79.6,24.0,26.2,218000,60853.4,157146.6,27.91,200000,0.0,1,yes
SIM-001680,92.8,0.1,44.9,218000,66004.7,151995.3,30.28,200000,0.0,1,yes
SIM-000412,42.2,45.8,50.3,218000,51201.0,166799.0,23.49,200000,0.0,1,yes
SIM-001640,53.2,38.4,56.5,218000,56486.6,161513.4,25.91,200000,0.0,1,yes
SIM-002101,41.8,48.7,14.8,218000,44715.2,173284.8,20.51,200000,0.0,1,yes
SIM-000798,12.9,11.7,4.7,218000,12411.2,205588.8,5.69,200000,5588.8,0,no
SIM-001954,28.4,30.2,0.6,218000,27533.3,190466.7,12.63,200000,0.0,1,yes
SIM-001933,99.0,39.0,0.2,218000,73127.4,144872.6,33.54,200000,0.0,1,yes
SIM-000830,44.3,30.5,5.2,218000,37338.9,180661.1,17.13,200000,0.0,1,yes
SIM-000120,11.2,44.2,32.5,218000,27361.3,190638.7,12.55,200000,0.0,1,yes
SIM-001333,71.1,49.5,26.3,218000,65032.8,152967.2,29.83,200000,0.0,1,yes
SIM-000391,68.8,18.5,21.6,218000,52617.0,165383.0,24.14,200000,0.0,1,yes
SIM-001948,53.0,21.3,14.8,218000,42833.6,175166.4,19.65,200000,0.0,1,yes
SIM-000835,83.1,42.1,44.3,218000,73781.4,144218.6,33.84,200000,0.0,1,yes
SIM-002472,60.2,29.2,20.9,218000,50324.2,167675.8,23.08,200000,0.0,1,yes
SIM-001387,90.7,7.5,35.3,218000,64617.9,153382.1,29.64,200000,0.0,1,yes
SIM-000753,50.6,28.4,18.0,218000,44160.9,173839.1,20.26,200000,0.0,1,yes
SIM-002323,51.0,48.7,1.0,218000,47291.3,170708.7,21.69,200000,0.0,1,yes
SIM-002070,28.0,29.2,14.7,218000,29144.7,188855.3,13.37,200000,0.0,1,yes
SIM-000611,70.8,20.7,51.0,218000,60644.2,157355.8,27.82,200000,0.0,1,yes
SIM-001465,19.3,49.8,33.6,218000,34332.1,183667.9,15.75,200000,0.0,1,yes
SIM-000801,63.4,32.6,19.1,218000,52500.4,165499.6,24.08,200000,0.0,1,yes
SIM-001273,59.1,21.5,59.8,218000,54215.5,163784.5,24.87,200000,0.0,1,yes
SIM-001559,61.3,5.8,26.6,218000,44191.0,173809.0,20.27,200000,0.0,1,yes
SIM-000580,98.4,48.0,48.5,218000,84918.9,133081.1,38.95,200000,0.0,1,yes
SIM-002076,16.5,4.1,44.6,218000,20260.8,197739.2,9.29,200000,0.0,1,yes
SIM-001916,41.5,28.1,45.7,218000,43201.2,174798.8,19.82,200000,0.0,1,yes
SIM-001032,89.3,29.4,30.4,218000,70211.4,147788.6,32.21,200000,0.0,1,yes
SIM-001883,90.4,27.5,50.9,218000,73535.5,144464.5,33.73,200000,0.0,1,yes
SIM-000794,83.2,45.1,24.4,218000,70497.1,147502.9,32.34,200000,0.0,1,yes
SIM-001790,61.2,27.7,48.8,218000,56759.8,161240.2,26.04,200000,0.0,1,yes
SIM-000599,77.2,4.6,4.6,218000,49570.2,168429.8,22.74,200000,0.0,1,yes
SIM-000271,15.0,19.5,45.6,218000,24833.0,193167.0,11.39,200000,0.0,1,yes
SIM-000936,29.1,27.7,37.8,218000,34449.9,183550.1,15.8,200000,0.0,1,yes
SIM-000302,2.4,16.0,29.8,218000,11970.8,206029.2,5.49,200000,6029.2,0,no
SIM-001805,97.2,0.4,2.8,218000,60011.5,157988.5,27.53,200000,0.0,1,yes
SIM-001522,67.6,44.9,47.6,218000,65526.8,152473.2,30.06,200000,0.0,1,yes
SIM-000137,26.8,37.5,32.5,218000,35304.6,182695.4,16.19,200000,0.0,1,yes
SIM-001484,46.6,32.3,55.9,218000,50541.6,167458.4,23.18,200000,0.0,1,yes
SIM-001260,83.7,49.3,17.0,218000,70405.7,147594.3,32.3,200000,0.0,1,yes
SIM-001158,63.1,49.3,45.6,218000,63209.5,154790.5,29.0,200000,0.0,1,yes
SIM-001632,37.5,5.2,28.1,218000,30701.7,187298.3,14.08,200000,0.0,1,yes
SIM-001753,98.9,40.4,44.1,218000,81650.7,136349.3,37.45,200000,0.0,1,yes
SIM-001296,21.7,9.8,2.6,218000,17424.2,200575.8,7.99,200000,575.8,0,no
SIM-002320,57.0,3.8,57.6,218000,47339.0,170661.0,21.72,200000,0.0,1,yes
SIM-002407,40.8,4.3,34.5,218000,33631.2,184368.8,15.43,200000,0.0,1,yes
SIM-001574,14.5,27.3,58.6,218000,29297.4,188702.6,13.44,200000,0.0,1,yes
SIM-000085,68.2,3.8,27.3,218000,48210.3,169789.7,22.11,200000,0.0,1,yes
SIM-001970,94.5,48.0,44.9,218000,82344.4,135655.6,37.77,200000,0.0,1,yes
SIM-001222,74.3,27.6,3.3,218000,55035.6,162964.4,25.25,200000,0.0,1,yes
SIM-000393,34.1,19.4,23.8,218000,31544.5,186455.5,14.47,200000,0.0,1,yes
SIM-000928,49.3,12.4,8.1,218000,35604.9,182395.1,16.33,200000,0.0,1,yes
SIM-000300,46.5,35.8,40.6,218000,47399.4,170600.6,21.74,200000,0.0,1,yes
SIM-000390,85.4,23.9,24.1,218000,63914.0,154086.0,29.32,200000,0.0,1,yes
SIM-000715,73.5,11.9,19.1,218000,51706.5,166293.5,23.72,200000,0.0,1,yes
SIM-001411,9.2,9.8,25.7,218000,14376.4,203623.6,6.59,200000,3623.6,0,no
SIM-000986,63.9,42.0,48.8,218000,62847.1,155152.9,28.83,200000,0.0,1,yes
SIM-001246,92.5,44.3,12.5,218000,73691.6,144308.4,33.8,200000,0.0,1,yes
SIM-001591,0.9,18.8,17.2,218000,10159.5,207840.5,4.66,200000,7840.5,0,no
SIM-000597,91.8,49.2,8.1,218000,73828.2,144171.8,33.87,200000,0.0,1,yes
SIM-000612,26.2,21.6,36.3,218000,30101.4,187898.6,13.81,200000,0.0,1,yes
SIM-002050,99.2,8.5,4.4,218000,64763.0,153237.0,29.71,200000,0.0,1,yes
SIM-001726,69.9,5.1,56.9,218000,55389.6,162610.4,25.41,200000,0.0,1,yes
SIM-001080,21.3,23.2,31.8,218000,27253.6,190746.4,12.5,200000,0.0,1,yes
SIM-000093,36.9,36.3,0.8,218000,34051.2,183948.8,15.62,200000,0.0,1,yes
SIM-001639,47.5,7.3,20.5,218000,35192.3,182807.7,16.14,200000,0.0,1,yes
SIM-002031,2.5,42.1,20.7,218000,18584.0,199416.0,8.52,200000,0.0,1,yes
SIM-001965,22.2,37.7,24.7,218000,31124.6,186875.4,14.28,200000,0.0,1,yes
SIM-000937,76.0,4.5,22.6,218000,52991.1,165008.9,24.31,200000,0.0,1,yes
SIM-000659,70.3,46.7,47.3,218000,68151.4,149848.6,31.26,200000,0.0,1,yes
SIM-000161,65.6,38.4,58.4,218000,64128.6,153871.4,29.42,200000,0.0,1,yes
SIM-000092,6.7,25.6,23.8,218000,17516.2,200483.8,8.03,200000,483.8,0,no
SIM-001146,20.4,47.4,43.5,218000,36582.3,181417.7,16.78,200000,0.0,1,yes
SIM-000543,50.8,13.1,32.9,218000,41694.1,176305.9,19.13,200000,0.0,1,yes
SIM-001671,25.7,26.5,14.0,218000,26368.6,191631.4,12.1,200000,0.0,1,yes
SIM-002089,17.4,20.7,32.0,218000,24370.7,193629.3,11.18,200000,0.0,1,yes
SIM-000761,52.0,8.6,54.5,218000,45279.6,172720.4,20.77,200000,0.0,1,yes
SIM-002404,92.2,4.3,22.9,218000,62042.3,155957.7,28.46,200000,0.0,1,yes
SIM-001119,69.5,12.2,6.0,218000,47976.6,170023.4,22.01,200000,0.0,1,yes
SIM-002354,34.9,47.0,47.4,218000,45322.2,172677.8,20.79,200000,0.0,1,yes
SIM-000982,82.1,37.8,57.6,218000,74194.4,143805.6,34.03,200000,0.0,1,yes
SIM-001233,67.0,38.1,56.4,218000,64401.5,153598.5,29.54,200000,0.0,1,yes
SIM-000554,94.3,19.9,53.2,218000,74358.1,143641.9,34.11,200000,0.0,1,yes
SIM-001439,82.2,7.3,18.4,218000,56049.7,161950.3,25.71,200000,0.0,1,yes
SIM-000469,68.7,32.1,32.3,218000,58877.7,159122.3,27.01,200000,0.0,1,yes
SIM-001227,34.8,39.4,50.1,218000,43303.4,174696.6,19.86,200000,0.0,1,yes
SIM-000012,12.8,42.8,49.7,218000,31410.0,186590.0,14.41,200000,0.0,1,yes
SIM-000064,92.2,1.3,31.5,218000,62911.3,155088.7,28.86,200000,0.0,1,yes
SIM-000465,77.9,20.3,24.8,218000,59706.8,158293.2,27.39,200000,0.0,1,yes
SIM-000533,20.2,26.8,59.8,218000,32926.1,185073.9,15.1,200000,0.0,1,yes
SIM-001058,49.9,23.6,32.2,218000,43853.9,174146.1,20.12,200000,0.0,1,yes
SIM-001868,89.7,32.2,37.1,218000,72876.9,145123.1,33.43,200000,0.0,1,yes
SIM-001125,90.3,26.0,8.8,218000,65779.6,152220.4,30.17,200000,0.0,1,yes
SIM-000541,10.1,43.5,3.2,218000,21490.2,196509.8,9.86,200000,0.0,1,yes
SIM-000720,6.8,31.0,12.3,218000,17418.9,200581.1,7.99,200000,581.1,0,no
SIM-001223,16.0,33.0,41.8,218000,28151.2,189848.8,12.91,200000,0.0,1,yes
SIM-000256,2.9,30.7,26.5,218000,16962.4,201037.6,7.78,200000,1037.6,0,no
SIM-001937,8.1,19.3,1.2,218000,11414.6,206585.4,5.24,200000,6585.4,0,no
SIM-001202,4.1,30.8,13.1,218000,15751.4,202248.6,7.23,200000,2248.6,0,no
SIM-000478,42.3,20.5,28.3,218000,38830.9,179169.1,17.81,200000,0.0,1,yes
SIM-002193,66.5,12.2,13.2,218000,46853.2,171146.8,21.49,200000,0.0,1,yes
SIM-000044,67.3,19.2,19.3,218000,51633.3,166366.7,23.69,200000,0.0,1,yes
SIM-002073,1.1,1.3,2.0,218000,1155.3,216844.7,0.53,200000,16844.7,0,no
SIM-002351,67.8,12.0,43.0,218000,53181.6,164818.4,24.4,200000,0.0,1,yes
SIM-001987,42.4,20.5,46.5,218000,41625.8,176374.2,19.09,200000,0.0,1,yes
SIM-000962,48.3,35.3,11.7,218000,43676.8,174323.2,20.04,200000,0.0,1,yes
SIM-000768,13.7,30.7,8.3,218000,19772.8,198227.2,9.07,200000,0.0,1,yes
SIM-001533,95.6,20.1,57.1,218000,76520.5,141479.5,35.1,200000,0.0,1,yes
SIM-001589,93.9,2.7,6.1,218000,59822.6,158177.4,27.44,200000,0.0,1,yes
SIM-002245,41.7,27.5,35.3,218000,41424.7,176575.3,19.0,200000,0.0,1,yes
SIM-000409,47.3,42.1,58.8,218000,54183.2,163816.8,24.85,200000,0.0,1,yes
SIM-001982,99.4,21.6,16.5,218000,70624.2,147375.8,32.4,200000,0.0,1,yes
SIM-000026,83.3,43.7,16.4,218000,68340.5,149659.5,31.35,200000,0.0,1,yes
SIM-002144,77.8,2.3,24.1,218000,53655.2,164344.8,24.61,200000,0.0,1,yes
SIM-001495,35.4,10.6,15.0,218000,28297.4,189702.6,12.98,200000,0.0,1,yes
SIM-001157,99.7,45.8,47.1,218000,84291.7,133708.3,38.67,200000,0.0,1,yes
SIM-000595,30.2,25.7,9.6,218000,28472.7,189527.3,13.06,200000,0.0,1,yes
SIM-000040,2.4,26.4,46.8,218000,19192.5,198807.5,8.8,200000,0.0,1,yes
SIM-002085,76.3,42.3,32.0,218000,66025.1,151974.9,30.29,200000,0.0,1,yes
SIM-002183,16.7,41.1,59.9,218000,35352.2,182647.8,16.22,200000,0.0,1,yes
SIM-000333,12.7,24.0,18.0,218000,18825.4,199174.6,8.64,200000,0.0,1,yes
SIM-001361,40.5,42.8,55.5,218000,50355.1,167644.9,23.1,200000,0.0,1,yes
SIM-002130,62.0,17.4,17.2,218000,46660.8,171339.2,21.4,200000,0.0,1,yes
SIM-000359,14.1,8.8,26.2,218000,16449.2,201550.8,7.55,200000,1550.8,0,no
SIM-000893,77.8,6.8,52.4,218000,60053.9,157946.1,27.55,200000,0.0,1,yes
SIM-001373,64.7,3.9,46.9,218000,49910.7,168089.3,22.89,200000,0.0,1,yes
SIM-000170,46.7,48.8,27.6,218000,49370.4,168629.6,22.65,200000,0.0,1,yes
SIM-002234,69.8,44.3,34.6,218000,64198.3,153801.7,29.45,200000,0.0,1,yes
SIM-001316,67.2,42.7,42.3,218000,62791.3,155208.7,28.8,200000,0.0,1,yes
SIM-002176,13.9,7.0,18.5,218000,13816.3,204183.7,6.34,200000,4183.7,0,no
SIM-000323,13.8,6.5,43.8,218000,19305.2,198694.8,8.86,200000,0.0,1,yes
SIM-000062,40.2,2.6,1.5,218000,25580.1,192419.9,11.73,200000,0.0,1,yes
SIM-002267,28.5,16.4,1.0,218000,23744.6,194255.4,10.89,200000,0.0,1,yes
SIM-000956,90.6,11.9,30.1,218000,65592.1,152407.9,30.09,200000,0.0,1,yes
SIM-001443,63.5,20.6,11.5,218000,47010.7,170989.3,21.56,200000,0.0,1,yes
SIM-000931,87.9,18.1,44.2,218000,68313.6,149686.4,31.34,200000,0.0,1,yes
SIM-001635,20.3,16.5,8.0,218000,18663.4,199336.6,8.56,200000,0.0,1,yes
SIM-001025,84.1,7.2,35.4,218000,60685.5,157314.5,27.84,200000,0.0,1,yes
SIM-000150,61.5,9.6,40.8,218000,48382.1,169617.9,22.19,200000,0.0,1,yes
SIM-000669,28.6,10.3,28.1,218000,26921.1,191078.9,12.35,200000,0.0,1,yes
SIM-001445,99.2,39.4,12.8,218000,76105.9,141894.1,34.91,200000,0.0,1,yes
SIM-001959,97.7,31.8,45.0,218000,79020.1,138979.9,36.25,200000,0.0,1,yes
SIM-001184,3.4,41.9,16.9,218000,19060.6,198939.4,8.74,200000,0.0,1,yes
SIM-001404,18.3,9.8,26.5,218000,19072.2,198927.8,8.75,200000,0.0,1,yes
SIM-002033,63.8,11.6,34.6,218000,50201.0,167799.0,23.03,200000,0.0,1,yes
SIM-001617,72.3,19.7,1.1,218000,51180.9,166819.1,23.48,200000,0.0,1,yes
SIM-001587,4.4,16.9,10.0,218000,10704.9,207295.1,4.91,200000,7295.1,0,no
SIM-000089,31.7,21.0,25.6,218000,31334.2,186665.8,14.37,200000,0.0,1,yes
SIM-002092,94.8,2.5,7.3,218000,59977.1,158022.9,27.51,200000,0.0,1,yes
SIM-002444,23.6,10.0,42.2,218000,25462.3,192537.7,11.68,200000,0.0,1,yes
SIM-000564,85.2,0.5,35.0,218000,58353.6,159646.4,26.77,200000,0.0,1,yes
SIM-000279,71.2,41.3,18.6,218000,60254.1,157745.9,27.64,200000,0.0,1,yes
SIM-001028,96.4,46.7,4.9,218000,75430.9,142569.1,34.6,200000,0.0,1,yes
SIM-002398,16.9,23.0,2.6,218000,18167.0,199833.0,8.33,200000,0.0,1,yes
SIM-000816,45.6,2.4,15.1,218000,32118.3,185881.7,14.73,200000,0.0,1,yes
SIM-002333,51.8,45.7,57.5,218000,58299.5,159700.5,26.74,200000,0.0,1,yes
SIM-000514,15.4,25.2,51.2,218000,27215.1,190784.9,12.48,200000,0.0,1,yes
SIM-000827,28.3,20.6,44.0,218000,32882.6,185117.4,15.08,200000,0.0,1,yes
SIM-001877,93.9,34.8,57.7,218000,80609.4,137390.6,36.98,200000,0.0,1,yes
SIM-000654,15.3,1.8,48.4,218000,19299.3,198700.7,8.85,200000,0.0,1,yes
SIM-000395,97.0,17.8,17.2,218000,68348.7,149651.3,31.35,200000,0.0,1,yes
SIM-002285,89.2,5.1,54.0,218000,66622.3,151377.7,30.56,200000,0.0,1,yes
SIM-001138,68.7,27.5,10.3,218000,53136.8,164863.2,24.37,200000,0.0,1,yes
SIM-000243,53.8,25.1,35.7,218000,48173.6,169826.4,22.1,200000,0.0,1,yes
SIM-001407,82.2,34.7,44.3,218000,69442.2,148557.8,31.85,200000,0.0,1,yes
SIM-001428,46.9,15.6,55.8,218000,44972.8,173027.2,20.63,200000,0.0,1,yes
SIM-000770,42.6,41.4,45.7,218000,48385.5,169614.5,22.2,200000,0.0,1,yes
SIM-002421,13.3,3.4,11.0,218000,11709.1,206290.9,5.37,200000,6290.9,0,no
SIM-001081,0.9,2.9,29.8,218000,7928.6,210071.4,3.64,200000,10071.4,0,no
SIM-002471,95.3,31.4,58.7,218000,80627.1,137372.9,36.98,200000,0.0,1,yes
SIM-001708,67.0,27.5,2.0,218000,49689.2,168310.8,22.79,200000,0.0,1,yes
SIM-001024,75.6,41.2,51.1,218000,69069.5,148930.5,31.68,200000,0.0,1,yes
SIM-000815,14.4,45.5,27.9,218000,29121.3,188878.7,13.36,200000,0.0,1,yes
SIM-001179,31.5,11.4,54.4,218000,33124.9,184875.1,15.19,200000,0.0,1,yes
SIM-002355,37.7,45.7,56.4,218000,48444.6,169555.4,22.22,200000,0.0,1,yes
SIM-000350,25.4,22.3,32.2,218000,28501.7,189498.3,13.07,200000,0.0,1,yes
SIM-002400,70.6,20.2,6.5,218000,50504.4,167495.6,23.17,200000,0.0,1,yes
SIM-001609,46.6,15.0,29.0,218000,39462.5,178537.5,18.1,200000,0.0,1,yes
SIM-001544,24.7,47.5,57.3,218000,41917.8,176082.2,19.23,200000,0.0,1,yes
SIM-000477,43.3,15.6,40.2,218000,39331.6,178668.4,18.04,200000,0.0,1,yes
SIM-000049,34.0,3.3,0.6,218000,21358.3,196641.7,9.8,200000,0.0,1,yes
SIM-001045,76.4,9.7,8.7,218000,51960.7,166039.3,23.84,200000,0.0,1,yes
SIM-000234,92.1,39.3,45.3,218000,77822.9,140177.1,35.7,200000,0.0,1,yes
SIM-000852,19.2,9.2,10.4,218000,16092.2,201907.8,7.38,200000,1907.8,0,no
SIM-000408,13.6,20.2,44.3,218000,23881.0,194119.0,10.95,200000,0.0,1,yes
SIM-001771,2.7,32.6,51.9,218000,22708.4,195291.6,10.42,200000,0.0,1,yes
SIM-002004,30.7,12.1,2.9,218000,23396.9,194603.1,10.73,200000,0.0,1,yes
SIM-001234,86.9,34.9,17.2,218000,67213.2,150786.8,30.83,200000,0.0,1,yes
SIM-002133,1.2,14.1,47.7,218000,14900.1,203099.9,6.83,200000,3099.9,0,no
SIM-000860,94.7,26.0,20.1,218000,70535.7,147464.3,32.36,200000,0.0,1,yes
SIM-000743,27.1,14.9,11.5,218000,22885.5,195114.5,10.5,200000,0.0,1,yes
SIM-001623,73.1,34.5,24.0,218000,60651.7,157348.3,27.82,200000,0.0,1,yes
SIM-002010,83.3,11.1,48.3,218000,64181.2,153818.8,29.44,200000,0.0,1,yes
SIM-001800,97.2,23.6,48.8,218000,77404.2,140595.8,35.51,200000,0.0,1,yes
SIM-000906,48.3,8.3,7.8,218000,33729.7,184270.3,15.47,200000,0.0,1,yes
SIM-002345,80.1,14.9,34.0,218000,59921.3,158078.7,27.49,200000,0.0,1,yes
SIM-001307,19.0,28.9,44.4,218000,29921.9,188078.1,13.73,200000,0.0,1,yes
SIM-000066,59.3,16.3,3.2,218000,42421.3,175578.7,19.46,200000,0.0,1,yes
SIM-000031,46.4,20.6,41.7,218000,44028.0,173972.0,20.2,200000,0.0,1,yes
SIM-000503,87.2,27.7,52.1,218000,72097.0,145903.0,33.07,200000,0.0,1,yes
SIM-001397,9.8,7.4,27.6,218000,14497.6,203502.4,6.65,200000,3502.4,0,no
SIM-002221,84.6,39.9,50.9,218000,74546.4,143453.6,34.2,200000,0.0,1,yes
SIM-001164,45.7,13.0,45.6,218000,41458.4,176541.6,19.02,200000,0.0,1,yes
SIM-001944,39.9,12.4,36.8,218000,34836.1,183163.9,15.98,200000,0.0,1,yes
SIM-001867,14.3,31.0,44.8,218000,27757.0,190243.0,12.73,200000,0.0,1,yes
SIM-001384,4.6,43.6,17.9,218000,21322.9,196677.1,9.78,200000,0.0,1,yes
SIM-001485,5.9,44.6,23.8,218000,22849.0,195151.0,10.48,200000,0.0,1,yes
SIM-001732,81.0,8.7,23.1,218000,57462.1,160537.9,26.36,200000,0.0,1,yes
SIM-001772,1.9,10.3,21.6,218000,9549.7,208450.3,4.38,200000,8450.3,0,no
SIM-000244,19.3,15.6,13.7,218000,19985.9,198014.1,9.17,200000,0.0,1,yes
SIM-002371,66.0,35.1,9.2,218000,53507.3,164492.7,24.54,200000,0.0,1,yes
SIM-001927,8.5,13.5,36.4,218000,17022.1,200977.9,7.81,200000,977.9,0,no
SIM-002432,65.8,6.1,7.9,218000,43673.9,174326.1,20.03,200000,0.0,1,yes
SIM-000470,62.6,48.2,43.4,218000,62901.6,155098.4,28.85,200000,0.0,1,yes
SIM-001827,20.3,45.7,44.4,218000,35814.6,182185.4,16.43,200000,0.0,1,yes
SIM-002191,53.2,34.1,14.5,218000,46895.3,171104.7,21.51,200000,0.0,1,yes
SIM-000002,76.4,2.0,36.6,218000,55214.9,162785.1,25.33,200000,0.0,1,yes
SIM-000212,23.1,7.5,51.1,218000,26740.8,191259.2,12.27,200000,0.0,1,yes
SIM-001526,69.4,9.0,58.7,218000,56148.3,161851.7,25.76,200000,0.0,1,yes
SIM-000589,12.2,43.2,5.1,218000,22336.3,195663.7,10.25,200000,0.0,1,yes
SIM-002206,57.6,49.8,34.9,218000,57830.5,160169.5,26.53,200000,0.0,1,yes
SIM-002169,93.7,45.8,24.2,218000,77224.5,140775.5,35.42,200000,0.0,1,yes
SIM-001582,59.4,41.7,29.1,218000,54951.7,163048.3,25.21,200000,0.0,1,yes
SIM-000424,27.0,21.6,30.0,218000,29334.0,188666.0,13.46,200000,0.0,1,yes
SIM-001795,99.2,14.6,4.4,218000,66209.8,151790.2,30.37,200000,0.0,1,yes
