id,vehicle_id,inspection_date,inspector_id,inspection_type,roadworthiness_score,safety_score,emissions_score,overall_rating,violations_found,recommendations,next_inspection_date,created_at
2228,889,2025-01-06T03:49:52.853011,NTSA-2211,annual,64.5,98.9,95.9,Pass,"[""Worn tires"", ""Faulty brakes"", ""Poor lighting""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2025-11-13T03:49:52.853011,2026-04-19T03:49:52.853073
2229,889,2024-06-24T03:49:52.853080,NTSA-8359,quarterly,90.1,87.9,42.2,Conditional,"[""Excessive emissions""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2025-06-22T03:49:52.853080,2026-04-19T03:49:52.853132
2230,890,2025-12-06T03:49:52.853148,NTSA-1426,special,96.6,99.9,70.1,Pass,"[""No violations found""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2026-06-24T03:49:52.853148,2026-04-19T03:49:52.853198
2231,891,2025-12-07T03:49:52.853211,NTSA-2051,quarterly,98.8,81.8,99.3,Pass,"[""No violations found""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2026-11-19T03:49:52.853211,2026-04-19T03:49:52.853258
2232,891,2025-01-04T03:49:52.853264,NTSA-4430,quarterly,90.7,54.5,51.0,Conditional,"[""Missing fire extinguisher"", ""No first aid kit"", ""Broken seats"", ""Excessive emissions""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2025-09-19T03:49:52.853264,2026-04-19T03:49:52.853314
2233,891,2025-03-19T03:49:52.853319,NTSA-1227,quarterly,80.7,76.4,56.4,Conditional,"[""Excessive emissions""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2026-01-14T03:49:52.853319,2026-04-19T03:49:52.853369
2234,892,2025-10-09T03:49:52.853382,NTSA-9854,special,78.6,64.7,50.5,Conditional,"[""Missing fire extinguisher"", ""No first aid kit"", ""Broken seats"", ""Excessive emissions""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2026-10-03T03:49:52.853382,2026-04-19T03:49:52.853446
2235,892,2024-07-16T03:49:52.853458,NTSA-7981,quarterly,96.2,64.6,88.4,Pass,"[""Missing fire extinguisher"", ""No first aid kit"", ""Broken seats""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2025-07-14T03:49:52.853458,2026-04-19T03:49:52.853516
2236,893,2025-11-30T03:49:52.853530,NTSA-7048,quarterly,75.8,78.0,60.7,Conditional,"[""No violations found""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2026-06-29T03:49:52.853530,2026-04-19T03:49:52.853560
2237,894,2025-05-12T03:49:52.853567,NTSA-9063,annual,91.5,88.5,52.2,Conditional,"[""Excessive emissions""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2026-04-01T03:49:52.853567,2026-04-19T03:49:52.853590
2238,895,2025-08-12T03:49:52.853596,NTSA-5284,quarterly,93.2,85.9,89.9,Pass,"[""No violations found""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2026-07-31T03:49:52.853596,2026-04-19T03:49:52.853617
2239,895,2024-12-23T03:49:52.853621,NTSA-1572,quarterly,75.4,91.1,62.1,Conditional,"[""No violations found""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2025-10-31T03:49:52.853621,2026-04-19T03:49:52.853667
2240,896,2026-01-17T03:49:52.853683,NTSA-4638,special,74.7,90.7,42.7,Conditional,"[""Excessive emissions""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2026-11-27T03:49:52.853683,2026-04-19T03:49:52.853738
2241,896,2024-07-06T03:49:52.853744,NTSA-2420,annual,61.2,73.2,63.2,Conditional,"[""Worn tires"", ""Faulty brakes"", ""Poor lighting""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2025-04-26T03:49:52.853744,2026-04-19T03:49:52.853794
2242,897,2025-05-16T03:49:52.853807,NTSA-3512,quarterly,73.2,92.3,93.6,Pass,"[""No violations found""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2026-02-11T03:49:52.853807,2026-04-19T03:49:52.853861
2243,897,2025-08-28T03:49:52.853867,NTSA-3081,quarterly,67.5,57.3,74.4,Conditional,"[""Worn tires"", ""Faulty brakes"", ""Poor lighting"", ""Missing fire extinguisher"", ""No first aid kit"", ""Broken seats""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2026-07-14T03:49:52.853867,2026-04-19T03:49:52.853912
2244,897,2024-03-15T03:49:52.853918,NTSA-6690,quarterly,71.0,57.2,82.7,Conditional,"[""Missing fire extinguisher"", ""No first aid kit"", ""Broken seats""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2024-09-26T03:49:52.853918,2026-04-19T03:49:52.853955
2245,897,2023-12-27T03:49:52.853958,NTSA-2412,special,60.7,60.9,66.2,Conditional,"[""Worn tires"", ""Faulty brakes"", ""Poor lighting"", ""Missing fire extinguisher"", ""No first aid kit"", ""Broken seats""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2024-12-07T03:49:52.853958,2026-04-19T03:49:52.853982
2246,898,2025-08-28T03:49:52.853994,NTSA-4413,annual,75.9,72.7,83.4,Conditional,"[""No violations found""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2026-05-11T03:49:52.853994,2026-04-19T03:49:52.854041
2247,898,2025-08-10T03:49:52.854049,NTSA-3014,quarterly,66.2,82.5,73.6,Conditional,"[""Worn tires"", ""Faulty brakes"", ""Poor lighting""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2026-07-10T03:49:52.854049,2026-04-19T03:49:52.854091
2248,898,2023-09-29T03:49:52.854095,NTSA-6394,special,60.8,80.0,69.7,Conditional,"[""Worn tires"", ""Faulty brakes"", ""Poor lighting""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2024-08-13T03:49:52.854095,2026-04-19T03:49:52.854119
2249,899,2025-10-21T03:49:52.854127,NTSA-8910,annual,68.0,50.9,91.7,Conditional,"[""Worn tires"", ""Faulty brakes"", ""Poor lighting"", ""Missing fire extinguisher"", ""No first aid kit"", ""Broken seats""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2026-06-30T03:49:52.854127,2026-04-19T03:49:52.854165
2250,899,2025-03-23T03:49:52.854171,NTSA-5654,special,95.2,81.6,50.0,Conditional,"[""Excessive emissions""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2025-10-10T03:49:52.854171,2026-04-19T03:49:52.854207
2251,899,2026-01-13T03:49:52.854213,NTSA-6550,annual,85.9,51.8,71.7,Conditional,"[""Missing fire extinguisher"", ""No first aid kit"", ""Broken seats""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2026-11-09T03:49:52.854213,2026-04-19T03:49:52.854243
2252,900,2026-03-09T03:49:52.854251,NTSA-8873,quarterly,79.8,58.7,44.0,Conditional,"[""Missing fire extinguisher"", ""No first aid kit"", ""Broken seats"", ""Excessive emissions""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2026-12-08T03:49:52.854251,2026-04-19T03:49:52.854274
2253,900,2024-09-30T03:49:52.854277,NTSA-7518,annual,78.9,80.5,73.5,Conditional,"[""No violations found""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2025-05-31T03:49:52.854277,2026-04-19T03:49:52.854299
2254,900,2023-06-07T03:49:52.854302,NTSA-9141,annual,70.9,76.8,60.8,Conditional,"[""No violations found""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2023-12-24T03:49:52.854302,2026-04-19T03:49:52.854323
2255,900,2023-09-18T03:49:52.854326,NTSA-2769,special,93.6,99.9,51.7,Pass,"[""Excessive emissions""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2024-08-13T03:49:52.854326,2026-04-19T03:49:52.854347
2256,901,2026-02-19T03:49:52.854354,NTSA-9544,annual,99.1,68.9,69.4,Conditional,"[""Missing fire extinguisher"", ""No first aid kit"", ""Broken seats""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2026-12-04T03:49:52.854354,2026-04-19T03:49:52.854375
2257,901,2024-10-30T03:49:52.854378,NTSA-9833,quarterly,99.7,61.2,57.3,Conditional,"[""Missing fire extinguisher"", ""No first aid kit"", ""Broken seats"", ""Excessive emissions""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2025-08-14T03:49:52.854378,2026-04-19T03:49:52.854399
2258,902,2025-04-22T03:49:52.854406,NTSA-4393,annual,69.2,61.4,90.6,Conditional,"[""Worn tires"", ""Faulty brakes"", ""Poor lighting"", ""Missing fire extinguisher"", ""No first aid kit"", ""Broken seats""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2025-12-26T03:49:52.854406,2026-04-19T03:49:52.854431
2259,903,2025-07-31T03:49:52.854440,NTSA-7696,quarterly,87.6,61.2,99.9,Pass,"[""Missing fire extinguisher"", ""No first aid kit"", ""Broken seats""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2026-06-15T03:49:52.854440,2026-04-19T03:49:52.854494
2260,903,2025-01-10T03:49:52.854499,NTSA-8787,quarterly,96.2,93.2,92.6,Pass,"[""No violations found""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2025-12-22T03:49:52.854499,2026-04-19T03:49:52.854524
2261,904,2025-07-15T03:49:52.854545,NTSA-8208,quarterly,99.6,59.3,70.8,Conditional,"[""Missing fire extinguisher"", ""No first aid kit"", ""Broken seats""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2026-05-14T03:49:52.854545,2026-04-19T03:49:52.854566
2262,905,2025-12-07T03:49:52.854573,NTSA-1490,annual,64.8,55.6,70.6,Conditional,"[""Worn tires"", ""Faulty brakes"", ""Poor lighting"", ""Missing fire extinguisher"", ""No first aid kit"", ""Broken seats""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2026-07-08T03:49:52.854573,2026-04-19T03:49:52.854620
2263,906,2025-11-28T03:49:52.854627,NTSA-3458,quarterly,76.2,91.7,64.6,Conditional,"[""No violations found""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2026-06-05T03:49:52.854627,2026-04-19T03:49:52.854649
2264,906,2025-03-05T03:49:52.854652,NTSA-7600,quarterly,64.6,50.5,67.5,Conditional,"[""Worn tires"", ""Faulty brakes"", ""Poor lighting"", ""Missing fire extinguisher"", ""No first aid kit"", ""Broken seats""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2025-11-08T03:49:52.854652,2026-04-19T03:49:52.854674
2265,906,2026-01-07T03:49:52.854677,NTSA-2036,annual,91.5,51.0,46.3,Conditional,"[""Missing fire extinguisher"", ""No first aid kit"", ""Broken seats"", ""Excessive emissions""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2026-12-22T03:49:52.854677,2026-04-19T03:49:52.854710
2266,906,2024-09-28T03:49:52.854715,NTSA-8520,special,90.8,56.1,73.7,Conditional,"[""Missing fire extinguisher"", ""No first aid kit"", ""Broken seats""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2025-04-11T03:49:52.854715,2026-04-19T03:49:52.854745
2267,907,2025-10-26T03:49:52.854756,NTSA-9916,special,65.9,88.6,57.3,Conditional,"[""Worn tires"", ""Faulty brakes"", ""Poor lighting"", ""Excessive emissions""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2026-10-02T03:49:52.854756,2026-04-19T03:49:52.854822
2268,907,2026-01-23T03:49:52.854827,NTSA-7988,special,99.6,75.2,48.6,Conditional,"[""Excessive emissions""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2026-12-28T03:49:52.854827,2026-04-19T03:49:52.854864
2269,907,2023-10-26T03:49:52.854869,NTSA-8635,special,66.6,56.3,74.1,Conditional,"[""Worn tires"", ""Faulty brakes"", ""Poor lighting"", ""Missing fire extinguisher"", ""No first aid kit"", ""Broken seats""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2024-08-14T03:49:52.854869,2026-04-19T03:49:52.854921
2270,907,2022-05-10T03:49:52.854926,NTSA-7251,annual,94.2,60.0,51.9,Conditional,"[""Missing fire extinguisher"", ""No first aid kit"", ""Broken seats"", ""Excessive emissions""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2023-04-26T03:49:52.854926,2026-04-19T03:49:52.854966
2271,908,2025-08-03T03:49:52.854979,NTSA-7583,quarterly,64.9,90.5,95.3,Pass,"[""Worn tires"", ""Faulty brakes"", ""Poor lighting""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2026-06-10T03:49:52.854979,2026-04-19T03:49:52.855019
2272,909,2026-01-22T03:49:52.855029,NTSA-7864,special,64.2,61.5,72.3,Conditional,"[""Worn tires"", ""Faulty brakes"", ""Poor lighting"", ""Missing fire extinguisher"", ""No first aid kit"", ""Broken seats""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2026-12-07T03:49:52.855029,2026-04-19T03:49:52.855070
2273,910,2025-06-09T03:49:52.855080,NTSA-4984,special,99.5,91.3,61.3,Pass,"[""No violations found""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2026-04-03T03:49:52.855080,2026-04-19T03:49:52.855129
2274,911,2025-06-16T03:49:52.855142,NTSA-1799,special,62.9,87.7,92.3,Pass,"[""Worn tires"", ""Faulty brakes"", ""Poor lighting""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2026-04-10T03:49:52.855142,2026-04-19T03:49:52.855197
2275,912,2026-03-05T03:49:52.855221,NTSA-9021,quarterly,66.6,79.2,44.0,Conditional,"[""Worn tires"", ""Faulty brakes"", ""Poor lighting"", ""Excessive emissions""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2027-02-14T03:49:52.855221,2026-04-19T03:49:52.855261
2276,912,2024-08-31T03:49:52.855267,NTSA-9662,annual,80.6,98.9,89.3,Pass,"[""No violations found""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2025-06-22T03:49:52.855267,2026-04-19T03:49:52.855306
2277,912,2025-10-12T03:49:52.855313,NTSA-9917,annual,98.4,88.2,60.2,Pass,"[""No violations found""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2026-07-22T03:49:52.855313,2026-04-19T03:49:52.855352
2278,913,2025-11-02T03:49:52.855364,NTSA-2339,special,73.5,93.8,89.5,Pass,"[""No violations found""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2026-07-13T03:49:52.855364,2026-04-19T03:49:52.855403
2279,914,2025-12-14T03:49:52.855413,NTSA-1358,quarterly,98.7,66.5,74.8,Pass,"[""Missing fire extinguisher"", ""No first aid kit"", ""Broken seats""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2026-09-14T03:49:52.855413,2026-04-19T03:49:52.855453
2280,914,2025-09-21T03:49:52.855459,NTSA-5303,special,62.5,99.2,89.0,Pass,"[""Worn tires"", ""Faulty brakes"", ""Poor lighting""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2026-05-10T03:49:52.855459,2026-04-19T03:49:52.855497
2281,914,2025-05-09T03:49:52.855503,NTSA-6316,annual,65.7,89.5,56.4,Conditional,"[""Worn tires"", ""Faulty brakes"", ""Poor lighting"", ""Excessive emissions""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2026-04-04T03:49:52.855503,2026-04-19T03:49:52.855543
2282,915,2025-11-01T03:49:52.855555,NTSA-3136,annual,68.6,88.1,86.7,Pass,"[""Worn tires"", ""Faulty brakes"", ""Poor lighting""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2026-06-28T03:49:52.855555,2026-04-19T03:49:52.855595
2283,915,2025-01-28T03:49:52.855601,NTSA-4514,annual,60.1,97.8,82.1,Pass,"[""Worn tires"", ""Faulty brakes"", ""Poor lighting""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2025-11-28T03:49:52.855601,2026-04-19T03:49:52.855641
2284,915,2025-12-26T03:49:52.855650,NTSA-6518,quarterly,80.8,59.1,85.3,Conditional,"[""Missing fire extinguisher"", ""No first aid kit"", ""Broken seats""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2026-07-14T03:49:52.855650,2026-04-19T03:49:52.855710
2285,916,2025-12-21T03:49:52.855722,NTSA-4353,quarterly,93.5,61.2,90.3,Pass,"[""Missing fire extinguisher"", ""No first aid kit"", ""Broken seats""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2026-09-05T03:49:52.855722,2026-04-19T03:49:52.855776
2286,916,2024-07-26T03:49:52.855782,NTSA-4292,special,90.3,99.0,95.8,Pass,"[""No violations found""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2025-04-30T03:49:52.855782,2026-04-19T03:49:52.855819
2287,917,2025-06-27T03:49:52.855831,NTSA-8044,special,96.7,63.2,55.1,Conditional,"[""Missing fire extinguisher"", ""No first aid kit"", ""Broken seats"", ""Excessive emissions""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2026-06-23T03:49:52.855831,2026-04-19T03:49:52.855873
2288,917,2024-12-23T03:49:52.855878,NTSA-6496,annual,93.8,91.5,68.1,Pass,"[""No violations found""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2025-11-26T03:49:52.855878,2026-04-19T03:49:52.855916
2289,917,2023-05-29T03:49:52.855922,NTSA-7903,annual,91.5,58.0,86.8,Conditional,"[""Missing fire extinguisher"", ""No first aid kit"", ""Broken seats""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2024-01-30T03:49:52.855922,2026-04-19T03:49:52.855961
2290,918,2025-10-04T03:49:52.855973,NTSA-6424,annual,60.9,73.0,69.6,Conditional,"[""Worn tires"", ""Faulty brakes"", ""Poor lighting""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2026-04-26T03:49:52.855973,2026-04-19T03:49:52.856015
2291,918,2024-05-09T03:49:52.856021,NTSA-2072,special,97.7,62.5,66.0,Conditional,"[""Missing fire extinguisher"", ""No first aid kit"", ""Broken seats""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2025-02-17T03:49:52.856021,2026-04-19T03:49:52.856059
2292,918,2024-04-11T03:49:52.856065,NTSA-8806,annual,91.3,51.5,45.5,Conditional,"[""Missing fire extinguisher"", ""No first aid kit"", ""Broken seats"", ""Excessive emissions""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2024-11-29T03:49:52.856065,2026-04-19T03:49:52.856106
2293,918,2025-05-22T03:49:52.856112,NTSA-4749,special,99.4,99.6,95.7,Pass,"[""No violations found""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2026-02-14T03:49:52.856112,2026-04-19T03:49:52.856149
2294,919,2025-08-10T03:49:52.856161,NTSA-2368,annual,91.3,71.9,53.1,Conditional,"[""Excessive emissions""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2026-05-26T03:49:52.856161,2026-04-19T03:49:52.856229
2295,919,2025-11-06T03:49:52.856251,NTSA-7233,annual,96.4,77.3,43.2,Conditional,"[""Excessive emissions""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2026-10-03T03:49:52.856251,2026-04-19T03:49:52.856287
2296,919,2024-10-29T03:49:52.856292,NTSA-4069,special,64.2,93.0,88.2,Pass,"[""Worn tires"", ""Faulty brakes"", ""Poor lighting""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2025-07-28T03:49:52.856292,2026-04-19T03:49:52.856329
2297,920,2025-09-25T03:49:52.856342,NTSA-5020,quarterly,80.3,78.2,80.3,Conditional,"[""No violations found""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2026-09-12T03:49:52.856342,2026-04-19T03:49:52.856378
2298,921,2025-04-24T03:49:52.856389,NTSA-1142,annual,62.1,91.2,75.1,Conditional,"[""Worn tires"", ""Faulty brakes"", ""Poor lighting""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2026-02-20T03:49:52.856389,2026-04-19T03:49:52.856430
2299,921,2026-01-01T03:49:52.856436,NTSA-9384,quarterly,87.3,50.2,58.1,Conditional,"[""Missing fire extinguisher"", ""No first aid kit"", ""Broken seats"", ""Excessive emissions""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2026-11-22T03:49:52.856436,2026-04-19T03:49:52.856474
2300,921,2025-02-08T03:49:52.856479,NTSA-9444,special,65.6,84.6,50.9,Conditional,"[""Worn tires"", ""Faulty brakes"", ""Poor lighting"", ""Excessive emissions""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2025-09-17T03:49:52.856479,2026-04-19T03:49:52.856527
2301,922,2025-08-26T03:49:52.856538,NTSA-6374,quarterly,83.2,56.5,70.5,Conditional,"[""Missing fire extinguisher"", ""No first aid kit"", ""Broken seats""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2026-07-31T03:49:52.856538,2026-04-19T03:49:52.856573
2302,922,2025-03-01T03:49:52.856579,NTSA-3337,annual,89.6,63.0,45.1,Conditional,"[""Missing fire extinguisher"", ""No first aid kit"", ""Broken seats"", ""Excessive emissions""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2025-11-11T03:49:52.856579,2026-04-19T03:49:52.856617
2303,922,2026-01-13T03:49:52.856622,NTSA-6569,special,85.8,87.1,83.4,Pass,"[""No violations found""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2026-11-28T03:49:52.856622,2026-04-19T03:49:52.856662
2304,923,2025-06-15T03:49:52.856675,NTSA-1557,quarterly,72.5,63.4,63.6,Conditional,"[""Missing fire extinguisher"", ""No first aid kit"", ""Broken seats""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2026-04-24T03:49:52.856675,2026-04-19T03:49:52.856719
2305,923,2025-01-16T03:49:52.856725,NTSA-2691,quarterly,90.2,71.9,44.0,Conditional,"[""Excessive emissions""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2025-07-31T03:49:52.856725,2026-04-19T03:49:52.856758
2306,924,2025-05-18T03:49:52.856769,NTSA-4346,annual,67.6,87.3,45.2,Conditional,"[""Worn tires"", ""Faulty brakes"", ""Poor lighting"", ""Excessive emissions""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2026-05-12T03:49:52.856769,2026-04-19T03:49:52.856808
2307,924,2025-02-03T03:49:52.856814,NTSA-4944,special,81.0,92.1,44.0,Conditional,"[""Excessive emissions""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2025-10-16T03:49:52.856814,2026-04-19T03:49:52.856853
2308,924,2024-07-28T03:49:52.856859,NTSA-1677,special,99.2,83.4,48.5,Conditional,"[""Excessive emissions""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2025-04-04T03:49:52.856859,2026-04-19T03:49:52.856895
2309,925,2025-10-15T03:49:52.856907,NTSA-2635,annual,66.2,76.6,52.2,Conditional,"[""Worn tires"", ""Faulty brakes"", ""Poor lighting"", ""Excessive emissions""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2026-04-21T03:49:52.856907,2026-04-19T03:49:52.856956
2310,925,2025-08-06T03:49:52.856965,NTSA-7736,special,98.7,56.1,80.5,Conditional,"[""Missing fire extinguisher"", ""No first aid kit"", ""Broken seats""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2026-06-07T03:49:52.856965,2026-04-19T03:49:52.856990
2311,925,2024-07-01T03:49:52.856993,NTSA-9612,special,73.2,94.5,88.8,Pass,"[""No violations found""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2025-02-12T03:49:52.856993,2026-04-19T03:49:52.857029
2312,925,2025-02-07T03:49:52.857033,NTSA-2304,quarterly,93.1,54.7,80.1,Conditional,"[""Missing fire extinguisher"", ""No first aid kit"", ""Broken seats""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2025-11-26T03:49:52.857033,2026-04-19T03:49:52.857056
2313,926,2026-02-03T03:49:52.857063,NTSA-4967,annual,63.2,66.7,44.8,Fail,"[""Worn tires"", ""Faulty brakes"", ""Poor lighting"", ""Missing fire extinguisher"", ""No first aid kit"", ""Broken seats"", ""Excessive emissions""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2026-08-27T03:49:52.857063,2026-04-19T03:49:52.857088
2314,927,2026-01-07T03:49:52.857095,NTSA-4118,quarterly,80.4,78.6,65.0,Conditional,"[""No violations found""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2026-10-11T03:49:52.857095,2026-04-19T03:49:52.857117
2315,927,2025-12-04T03:49:52.857120,NTSA-4807,special,92.5,96.8,82.6,Pass,"[""No violations found""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2026-10-29T03:49:52.857120,2026-04-19T03:49:52.857155
2316,928,2026-03-20T03:49:52.857162,NTSA-6500,special,87.2,85.5,72.9,Pass,"[""No violations found""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2027-01-25T03:49:52.857162,2026-04-19T03:49:52.857183
2317,929,2025-09-05T03:49:52.857212,NTSA-7003,quarterly,61.8,96.1,99.3,Pass,"[""Worn tires"", ""Faulty brakes"", ""Poor lighting""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2026-04-08T03:49:52.857212,2026-04-19T03:49:52.857247
2318,929,2024-10-22T03:49:52.857251,NTSA-1747,special,64.4,77.4,89.4,Conditional,"[""Worn tires"", ""Faulty brakes"", ""Poor lighting""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2025-07-05T03:49:52.857251,2026-04-19T03:49:52.857289
2319,929,2025-06-17T03:49:52.857294,NTSA-1889,annual,93.9,71.1,84.3,Pass,"[""No violations found""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2026-04-23T03:49:52.857294,2026-04-19T03:49:52.857317
2320,930,2025-10-19T03:49:52.857324,NTSA-9316,quarterly,68.6,98.3,79.7,Pass,"[""Worn tires"", ""Faulty brakes"", ""Poor lighting""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2026-04-19T03:49:52.857324,2026-04-19T03:49:52.857346
2321,930,2025-05-02T03:49:52.857349,NTSA-4305,quarterly,92.2,87.0,59.7,Conditional,"[""Excessive emissions""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2026-01-25T03:49:52.857349,2026-04-19T03:49:52.857370
2322,931,2025-07-07T03:49:52.857375,NTSA-1807,special,98.4,81.9,44.1,Conditional,"[""Excessive emissions""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2026-05-04T03:49:52.857375,2026-04-19T03:49:52.857396
2323,931,2024-12-11T03:49:52.857400,NTSA-7950,special,81.6,64.8,67.5,Conditional,"[""Missing fire extinguisher"", ""No first aid kit"", ""Broken seats""]","[""Regular maintenance schedule"", ""Driver safety training"", ""Emission system check""]",2025-10-14T03:49:52.857400,2026-04-19T03:49:52.857421
