narrative_id,company_name,nse_code,sector,fy_year,scope1_tco2e,total_tco2e,intensity,uncertainty_pct,scope1_narrative,intensity_narrative,uncertainty_narrative,recommendation_narrative,full_narrative
NAR-000647,Wilson Jones and Moore,DCI,Real Estate,2024,23352.9,30037.19,0.2514,7.5,"Scope 1 emissions of 23353 tCO2e arise from direct combustion of petrol and diesel in the company's 104 vehicle fleet, calculated using DEFRA 2024 factors at Tier 2, adjusted for Kenyan road conditions (+18% per NTSA data).","At 0.251 tCO2e per KSh M, the company's intensity is below the sector average of 0.903, reflecting 104 active fleet vehicles.","Uncertainty quantification via PyMC Monte Carlo (10,000 samples) yields a 95% CI of 27784–32290 tCO2e (±7.5%).",A remote-work policy covering 35% of office-based staff is projected to reduce Scope 3 Cat 7 commute emissions by 1472 tCO2e per year.,"Scope 1 emissions of 23353 tCO2e arise from direct combustion of petrol and diesel in the company's 104 vehicle fleet, calculated using DEFRA 2024 factors at Tier 2, adjusted for Kenyan road conditions (+18% per NTSA data). At 0.251 tCO2e per KSh M, the company's intensity is below the sector average of 0.903, reflecting 104 active fleet vehicles. Uncertainty quantification via PyMC Monte Carlo (10,000 samples) yields a 95% CI of 27784–32290 tCO2e (±7.5%). A remote-work policy covering 35% of office-based staff is projected to reduce Scope 3 Cat 7 commute emissions by 1472 tCO2e per year."
NAR-000793,Cook Inc,TSG,Healthcare,2024,11280.87,19043.2,0.4555,6.83,"Scope 1 transport emissions for FY2024 stand at 11281 tCO2e, driven primarily by petrol and diesel consumption. The KETRACO grid factor of 0.392 kgCO2e/kWh was applied to all EV charging within the fleet.","Emission intensity was 0.456 tCO2e per KSh million revenue, compared to a sector median of 0.903.","The reported figure of 19043 tCO2e carries an uncertainty of ±6.8% at 95% confidence, reflecting emission factor, activity data, and road adjustment variance.","Route optimisation using AI-based traffic modelling could reduce fleet fuel consumption by approximately 23%, saving 613 tCO2e annually at KSh 10568/t avoided.","Scope 1 transport emissions for FY2024 stand at 11281 tCO2e, driven primarily by petrol and diesel consumption. The KETRACO grid factor of 0.392 kgCO2e/kWh was applied to all EV charging within the fleet. Emission intensity was 0.456 tCO2e per KSh million revenue, compared to a sector median of 0.903. The reported figure of 19043 tCO2e carries an uncertainty of ±6.8% at 95% confidence, reflecting emission factor, activity data, and road adjustment variance. Route optimisation using AI-based traffic modelling could reduce fleet fuel consumption by approximately 23%, saving 613 tCO2e annually at KSh 10568/t avoided."
NAR-000283,Warren Barker and Welch,HQL,Logistics,2024,5390.1,7198.93,0.1204,8.09,"Scope 1 transport emissions for FY2024 stand at 5390 tCO2e, driven primarily by petrol and diesel consumption. The KETRACO grid factor of 0.392 kgCO2e/kWh was applied to all EV charging within the fleet.","Intensity improved from 0.121 to 0.120 tCO2e/KSh M between FY2023 and FY2024, a 0.5% increase.","Uncertainty quantification via PyMC Monte Carlo (10,000 samples) yields a 95% CI of 6617–7781 tCO2e (±8.1%).","Route optimisation using AI-based traffic modelling could reduce fleet fuel consumption by approximately 46%, saving 464 tCO2e annually at KSh 7612/t avoided.","Scope 1 transport emissions for FY2024 stand at 5390 tCO2e, driven primarily by petrol and diesel consumption. The KETRACO grid factor of 0.392 kgCO2e/kWh was applied to all EV charging within the fleet. Intensity improved from 0.121 to 0.120 tCO2e/KSh M between FY2023 and FY2024, a 0.5% increase. Uncertainty quantification via PyMC Monte Carlo (10,000 samples) yields a 95% CI of 6617–7781 tCO2e (±8.1%). Route optimisation using AI-based traffic modelling could reduce fleet fuel consumption by approximately 46%, saving 464 tCO2e annually at KSh 7612/t avoided."
NAR-000009,Holden-Martin,ITA,Logistics,2024,18508.54,28473.71,0.3618,8.28,"Scope 1 emissions of 18509 tCO2e arise from direct combustion of petrol and diesel in the company's 153 vehicle fleet, calculated using DEFRA 2024 factors at Tier 2, adjusted for Kenyan road conditions (+18% per NTSA data).","At 0.362 tCO2e per KSh M, the company's intensity is below the sector average of 0.903, reflecting 153 active fleet vehicles.","The reported figure of 28474 tCO2e carries an uncertainty of ±8.3% at 95% confidence, reflecting emission factor, activity data, and road adjustment variance.",Transitioning 39% of the heavy diesel fleet to EVs could reduce Scope 1 emissions by an estimated 1555 tCO2e annually at approximately KSh 7626 per tonne avoided.,"Scope 1 emissions of 18509 tCO2e arise from direct combustion of petrol and diesel in the company's 153 vehicle fleet, calculated using DEFRA 2024 factors at Tier 2, adjusted for Kenyan road conditions (+18% per NTSA data). At 0.362 tCO2e per KSh M, the company's intensity is below the sector average of 0.903, reflecting 153 active fleet vehicles. The reported figure of 28474 tCO2e carries an uncertainty of ±8.3% at 95% confidence, reflecting emission factor, activity data, and road adjustment variance. Transitioning 39% of the heavy diesel fleet to EVs could reduce Scope 1 emissions by an estimated 1555 tCO2e annually at approximately KSh 7626 per tonne avoided."
NAR-000182,Summers Allen and Roberts,LPA,Energy & Petroleum,2024,13202.8,18811.07,1.8839,5.25,"Scope 1 emissions of 13203 tCO2e arise from direct combustion of petrol and diesel in the company's 215 vehicle fleet, calculated using DEFRA 2024 factors at Tier 2, adjusted for Kenyan road conditions (+18% per NTSA data).","At 1.884 tCO2e per KSh M, the company's intensity is above the sector average of 0.903, reflecting 215 active fleet vehicles.","The 95% confidence interval on the total emission figure is ±5.2%, yielding a range of 17823–19799 tCO2e, derived from Bayesian Monte Carlo simulation using PyMC.","Route optimisation using AI-based traffic modelling could reduce fleet fuel consumption by approximately 16%, saving 421 tCO2e annually at KSh 4189/t avoided.","Scope 1 emissions of 13203 tCO2e arise from direct combustion of petrol and diesel in the company's 215 vehicle fleet, calculated using DEFRA 2024 factors at Tier 2, adjusted for Kenyan road conditions (+18% per NTSA data). At 1.884 tCO2e per KSh M, the company's intensity is above the sector average of 0.903, reflecting 215 active fleet vehicles. The 95% confidence interval on the total emission figure is ±5.2%, yielding a range of 17823–19799 tCO2e, derived from Bayesian Monte Carlo simulation using PyMC. Route optimisation using AI-based traffic modelling could reduce fleet fuel consumption by approximately 16%, saving 421 tCO2e annually at KSh 4189/t avoided."
NAR-000223,Wilson and Sons,XGO,Real Estate,2024,12404.84,18545.54,0.2006,7.99,"Direct fleet emissions totalled 12405 tCO2e in FY2024, representing 67% of the total transport footprint. DEFRA 2024 factors and IPCC AR6 GWP values were applied throughout.","Intensity improved from 0.216 to 0.201 tCO2e/KSh M between FY2023 and FY2024, a 7.8% increase.","The 95% confidence interval on the total emission figure is ±8.0%, yielding a range of 17064–20027 tCO2e, derived from Bayesian Monte Carlo simulation using PyMC.","Route optimisation using AI-based traffic modelling could reduce fleet fuel consumption by approximately 17%, saving 441 tCO2e annually at KSh 4234/t avoided.","Direct fleet emissions totalled 12405 tCO2e in FY2024, representing 67% of the total transport footprint. DEFRA 2024 factors and IPCC AR6 GWP values were applied throughout. Intensity improved from 0.216 to 0.201 tCO2e/KSh M between FY2023 and FY2024, a 7.8% increase. The 95% confidence interval on the total emission figure is ±8.0%, yielding a range of 17064–20027 tCO2e, derived from Bayesian Monte Carlo simulation using PyMC. Route optimisation using AI-based traffic modelling could reduce fleet fuel consumption by approximately 17%, saving 441 tCO2e annually at KSh 4234/t avoided."
NAR-000711,Doyle PLC,TBQ,Logistics,2024,18874.26,28246.37,0.2464,6.68,"Scope 1 transport emissions for FY2024 stand at 18874 tCO2e, driven primarily by petrol and diesel consumption. The KETRACO grid factor of 0.392 kgCO2e/kWh was applied to all EV charging within the fleet.","Transport emission intensity stood at 0.246 tCO2e per KSh million revenue, placing the company in the second quartile of the NSE peer group.","The reported figure of 28246 tCO2e carries an uncertainty of ±6.7% at 95% confidence, reflecting emission factor, activity data, and road adjustment variance.",Switching 17% of the motorbike fleet to CNG would reduce Scope 1 emissions by 672 tCO2e annually at a cost of KSh 9295 per tonne avoided.,"Scope 1 transport emissions for FY2024 stand at 18874 tCO2e, driven primarily by petrol and diesel consumption. The KETRACO grid factor of 0.392 kgCO2e/kWh was applied to all EV charging within the fleet. Transport emission intensity stood at 0.246 tCO2e per KSh million revenue, placing the company in the second quartile of the NSE peer group. The reported figure of 28246 tCO2e carries an uncertainty of ±6.7% at 95% confidence, reflecting emission factor, activity data, and road adjustment variance. Switching 17% of the motorbike fleet to CNG would reduce Scope 1 emissions by 672 tCO2e annually at a cost of KSh 9295 per tonne avoided."
NAR-000752,Walton-Wood,FWD,Telecommunications,2024,212.99,309.87,0.0041,4.61,"The company's 255 owned and leased vehicles produced 213 tCO2e in Scope 1, computed at Tier 2 using vehicle-class-specific DEFRA 2024 emission factors with the Kenya NTSA road adjustment.","Emission intensity was 0.004 tCO2e per KSh million revenue, compared to a sector median of 0.903.","Uncertainty quantification via PyMC Monte Carlo (10,000 samples) yields a 95% CI of 296–324 tCO2e (±4.6%).",A remote-work policy covering 49% of office-based staff is projected to reduce Scope 3 Cat 7 commute emissions by 21 tCO2e per year.,"The company's 255 owned and leased vehicles produced 213 tCO2e in Scope 1, computed at Tier 2 using vehicle-class-specific DEFRA 2024 emission factors with the Kenya NTSA road adjustment. Emission intensity was 0.004 tCO2e per KSh million revenue, compared to a sector median of 0.903. Uncertainty quantification via PyMC Monte Carlo (10,000 samples) yields a 95% CI of 296–324 tCO2e (±4.6%). A remote-work policy covering 49% of office-based staff is projected to reduce Scope 3 Cat 7 commute emissions by 21 tCO2e per year."
NAR-000701,Barker Harris and Crawford,UVK,Logistics,2024,5527.57,8933.88,0.6303,7.22,"The company's 194 owned and leased vehicles produced 5528 tCO2e in Scope 1, computed at Tier 2 using vehicle-class-specific DEFRA 2024 emission factors with the Kenya NTSA road adjustment.","The company achieved an emission intensity of 0.630 tCO2e/KSh M, a reduction of 2.6% versus FY2023.","The 95% confidence interval on the total emission figure is ±7.2%, yielding a range of 8289–9579 tCO2e, derived from Bayesian Monte Carlo simulation using PyMC.",Switching 49% of the motorbike fleet to CNG would reduce Scope 1 emissions by 613 tCO2e annually at a cost of KSh 6172 per tonne avoided.,"The company's 194 owned and leased vehicles produced 5528 tCO2e in Scope 1, computed at Tier 2 using vehicle-class-specific DEFRA 2024 emission factors with the Kenya NTSA road adjustment. The company achieved an emission intensity of 0.630 tCO2e/KSh M, a reduction of 2.6% versus FY2023. The 95% confidence interval on the total emission figure is ±7.2%, yielding a range of 8289–9579 tCO2e, derived from Bayesian Monte Carlo simulation using PyMC. Switching 49% of the motorbike fleet to CNG would reduce Scope 1 emissions by 613 tCO2e annually at a cost of KSh 6172 per tonne avoided."
NAR-000459,Patel Group,QHP,Technology,2024,8467.98,10557.39,0.1585,5.72,"The company's 70 owned and leased vehicles produced 8468 tCO2e in Scope 1, computed at Tier 2 using vehicle-class-specific DEFRA 2024 emission factors with the Kenya NTSA road adjustment.","At 0.159 tCO2e per KSh M, the company's intensity is below the sector average of 0.903, reflecting 70 active fleet vehicles.","The reported figure of 10557 tCO2e carries an uncertainty of ±5.7% at 95% confidence, reflecting emission factor, activity data, and road adjustment variance.",Switching 18% of the motorbike fleet to CNG would reduce Scope 1 emissions by 266 tCO2e annually at a cost of KSh 5619 per tonne avoided.,"The company's 70 owned and leased vehicles produced 8468 tCO2e in Scope 1, computed at Tier 2 using vehicle-class-specific DEFRA 2024 emission factors with the Kenya NTSA road adjustment. At 0.159 tCO2e per KSh M, the company's intensity is below the sector average of 0.903, reflecting 70 active fleet vehicles. The reported figure of 10557 tCO2e carries an uncertainty of ±5.7% at 95% confidence, reflecting emission factor, activity data, and road adjustment variance. Switching 18% of the motorbike fleet to CNG would reduce Scope 1 emissions by 266 tCO2e annually at a cost of KSh 5619 per tonne avoided."
NAR-000531,Ward Wheeler and Smith,WSX,Real Estate,2024,18863.81,25857.41,1.4356,5.34,"Scope 1 transport emissions for FY2024 stand at 18864 tCO2e, driven primarily by petrol and diesel consumption. The KETRACO grid factor of 0.392 kgCO2e/kWh was applied to all EV charging within the fleet.","The company achieved an emission intensity of 1.436 tCO2e/KSh M, a reduction of 0.9% versus FY2023.","The reported figure of 25857 tCO2e carries an uncertainty of ±5.3% at 95% confidence, reflecting emission factor, activity data, and road adjustment variance.",Switching 45% of the motorbike fleet to CNG would reduce Scope 1 emissions by 1629 tCO2e annually at a cost of KSh 4841 per tonne avoided.,"Scope 1 transport emissions for FY2024 stand at 18864 tCO2e, driven primarily by petrol and diesel consumption. The KETRACO grid factor of 0.392 kgCO2e/kWh was applied to all EV charging within the fleet. The company achieved an emission intensity of 1.436 tCO2e/KSh M, a reduction of 0.9% versus FY2023. The reported figure of 25857 tCO2e carries an uncertainty of ±5.3% at 95% confidence, reflecting emission factor, activity data, and road adjustment variance. Switching 45% of the motorbike fleet to CNG would reduce Scope 1 emissions by 1629 tCO2e annually at a cost of KSh 4841 per tonne avoided."
NAR-000722,White-Daly,RSG,Agriculture,2024,12479.17,16564.41,0.3833,7.72,Fleet combustion across 192 vehicles contributed 12479 tCO2e to Scope 1 in FY2024. All calculations apply DEFRA 2024 Tier 2 factors and the Kenya-specific +18% road condition adjustment from NTSA fleet data.,"Transport emission intensity stood at 0.383 tCO2e per KSh million revenue, placing the company in the third quartile of the NSE peer group.","Uncertainty quantification via PyMC Monte Carlo (10,000 samples) yields a 95% CI of 15286–17843 tCO2e (±7.7%).","Route optimisation using AI-based traffic modelling could reduce fleet fuel consumption by approximately 22%, saving 510 tCO2e annually at KSh 6166/t avoided.","Fleet combustion across 192 vehicles contributed 12479 tCO2e to Scope 1 in FY2024. All calculations apply DEFRA 2024 Tier 2 factors and the Kenya-specific +18% road condition adjustment from NTSA fleet data. Transport emission intensity stood at 0.383 tCO2e per KSh million revenue, placing the company in the third quartile of the NSE peer group. Uncertainty quantification via PyMC Monte Carlo (10,000 samples) yields a 95% CI of 15286–17843 tCO2e (±7.7%). Route optimisation using AI-based traffic modelling could reduce fleet fuel consumption by approximately 22%, saving 510 tCO2e annually at KSh 6166/t avoided."
NAR-000698,Jones Harris and Edwards,FMH,Manufacturing,2024,2724.62,4798.83,0.0429,3.1,"The company's 42 owned and leased vehicles produced 2725 tCO2e in Scope 1, computed at Tier 2 using vehicle-class-specific DEFRA 2024 emission factors with the Kenya NTSA road adjustment.","The company achieved an emission intensity of 0.043 tCO2e/KSh M, a increase of 2.5% versus FY2023.","Applying Bayesian uncertainty propagation (PyMC, 10,000 samples), the 95% confidence interval spans 4650 to 4948 tCO2e, representing ±3.1% of the central estimate.",Switching 40% of the motorbike fleet to CNG would reduce Scope 1 emissions by 269 tCO2e annually at a cost of KSh 8295 per tonne avoided.,"The company's 42 owned and leased vehicles produced 2725 tCO2e in Scope 1, computed at Tier 2 using vehicle-class-specific DEFRA 2024 emission factors with the Kenya NTSA road adjustment. The company achieved an emission intensity of 0.043 tCO2e/KSh M, a increase of 2.5% versus FY2023. Applying Bayesian uncertainty propagation (PyMC, 10,000 samples), the 95% confidence interval spans 4650 to 4948 tCO2e, representing ±3.1% of the central estimate. Switching 40% of the motorbike fleet to CNG would reduce Scope 1 emissions by 269 tCO2e annually at a cost of KSh 8295 per tonne avoided."
NAR-000582,Summers Allen and Roberts,LPA,Energy & Petroleum,2024,13202.8,18811.07,1.8839,5.25,"Scope 1 emissions of 13203 tCO2e arise from direct combustion of petrol and diesel in the company's 215 vehicle fleet, calculated using DEFRA 2024 factors at Tier 2, adjusted for Kenyan road conditions (+18% per NTSA data).","Intensity improved from 1.696 to 1.884 tCO2e/KSh M between FY2023 and FY2024, a 10.0% reduction.","The 95% confidence interval on the total emission figure is ±5.2%, yielding a range of 17823–19799 tCO2e, derived from Bayesian Monte Carlo simulation using PyMC.","Route optimisation using AI-based traffic modelling could reduce fleet fuel consumption by approximately 18%, saving 474 tCO2e annually at KSh 12308/t avoided.","Scope 1 emissions of 13203 tCO2e arise from direct combustion of petrol and diesel in the company's 215 vehicle fleet, calculated using DEFRA 2024 factors at Tier 2, adjusted for Kenyan road conditions (+18% per NTSA data). Intensity improved from 1.696 to 1.884 tCO2e/KSh M between FY2023 and FY2024, a 10.0% reduction. The 95% confidence interval on the total emission figure is ±5.2%, yielding a range of 17823–19799 tCO2e, derived from Bayesian Monte Carlo simulation using PyMC. Route optimisation using AI-based traffic modelling could reduce fleet fuel consumption by approximately 18%, saving 474 tCO2e annually at KSh 12308/t avoided."
NAR-000154,Little Collins and Morrison,HAJ,Education,2024,24378.43,30445.78,0.2735,7.22,"Scope 1 transport emissions for FY2024 stand at 24378 tCO2e, driven primarily by petrol and diesel consumption. The KETRACO grid factor of 0.392 kgCO2e/kWh was applied to all EV charging within the fleet.","Transport emission intensity stood at 0.274 tCO2e per KSh million revenue, placing the company in the second quartile of the NSE peer group.","Applying Bayesian uncertainty propagation (PyMC, 10,000 samples), the 95% confidence interval spans 28248 to 32644 tCO2e, representing ±7.2% of the central estimate.",Switching 40% of the motorbike fleet to CNG would reduce Scope 1 emissions by 1705 tCO2e annually at a cost of KSh 13563 per tonne avoided.,"Scope 1 transport emissions for FY2024 stand at 24378 tCO2e, driven primarily by petrol and diesel consumption. The KETRACO grid factor of 0.392 kgCO2e/kWh was applied to all EV charging within the fleet. Transport emission intensity stood at 0.274 tCO2e per KSh million revenue, placing the company in the second quartile of the NSE peer group. Applying Bayesian uncertainty propagation (PyMC, 10,000 samples), the 95% confidence interval spans 28248 to 32644 tCO2e, representing ±7.2% of the central estimate. Switching 40% of the motorbike fleet to CNG would reduce Scope 1 emissions by 1705 tCO2e annually at a cost of KSh 13563 per tonne avoided."
NAR-000709,Gill Ltd,WZN,Logistics,2024,8836.73,13355.21,3.5247,7.79,Fleet combustion across 73 vehicles contributed 8837 tCO2e to Scope 1 in FY2024. All calculations apply DEFRA 2024 Tier 2 factors and the Kenya-specific +18% road condition adjustment from NTSA fleet data.,"Intensity improved from 3.048 to 3.525 tCO2e/KSh M between FY2023 and FY2024, a 13.5% reduction.","Applying Bayesian uncertainty propagation (PyMC, 10,000 samples), the 95% confidence interval spans 12315 to 14396 tCO2e, representing ±7.8% of the central estimate.","Route optimisation using AI-based traffic modelling could reduce fleet fuel consumption by approximately 43%, saving 804 tCO2e annually at KSh 12349/t avoided.","Fleet combustion across 73 vehicles contributed 8837 tCO2e to Scope 1 in FY2024. All calculations apply DEFRA 2024 Tier 2 factors and the Kenya-specific +18% road condition adjustment from NTSA fleet data. Intensity improved from 3.048 to 3.525 tCO2e/KSh M between FY2023 and FY2024, a 13.5% reduction. Applying Bayesian uncertainty propagation (PyMC, 10,000 samples), the 95% confidence interval spans 12315 to 14396 tCO2e, representing ±7.8% of the central estimate. Route optimisation using AI-based traffic modelling could reduce fleet fuel consumption by approximately 43%, saving 804 tCO2e annually at KSh 12349/t avoided."
NAR-000584,Barlow PLC,ZMM,Media,2024,5172.99,7106.82,0.0838,2.9,Fleet combustion across 73 vehicles contributed 5173 tCO2e to Scope 1 in FY2024. All calculations apply DEFRA 2024 Tier 2 factors and the Kenya-specific +18% road condition adjustment from NTSA fleet data.,"The company achieved an emission intensity of 0.084 tCO2e/KSh M, a increase of 1.1% versus FY2023.","Uncertainty quantification via PyMC Monte Carlo (10,000 samples) yields a 95% CI of 6901–7313 tCO2e (±2.9%).","Route optimisation using AI-based traffic modelling could reduce fleet fuel consumption by approximately 15%, saving 149 tCO2e annually at KSh 14396/t avoided.","Fleet combustion across 73 vehicles contributed 5173 tCO2e to Scope 1 in FY2024. All calculations apply DEFRA 2024 Tier 2 factors and the Kenya-specific +18% road condition adjustment from NTSA fleet data. The company achieved an emission intensity of 0.084 tCO2e/KSh M, a increase of 1.1% versus FY2023. Uncertainty quantification via PyMC Monte Carlo (10,000 samples) yields a 95% CI of 6901–7313 tCO2e (±2.9%). Route optimisation using AI-based traffic modelling could reduce fleet fuel consumption by approximately 15%, saving 149 tCO2e annually at KSh 14396/t avoided."
NAR-000101,Barker Harris and Crawford,UVK,Logistics,2024,5527.57,8933.88,0.6303,7.22,Fleet combustion across 194 vehicles contributed 5528 tCO2e to Scope 1 in FY2024. All calculations apply DEFRA 2024 Tier 2 factors and the Kenya-specific +18% road condition adjustment from NTSA fleet data.,"The company achieved an emission intensity of 0.630 tCO2e/KSh M, a reduction of 2.6% versus FY2023.","Uncertainty quantification via PyMC Monte Carlo (10,000 samples) yields a 95% CI of 8289–9579 tCO2e (±7.2%).","Route optimisation using AI-based traffic modelling could reduce fleet fuel consumption by approximately 38%, saving 475 tCO2e annually at KSh 7165/t avoided.","Fleet combustion across 194 vehicles contributed 5528 tCO2e to Scope 1 in FY2024. All calculations apply DEFRA 2024 Tier 2 factors and the Kenya-specific +18% road condition adjustment from NTSA fleet data. The company achieved an emission intensity of 0.630 tCO2e/KSh M, a reduction of 2.6% versus FY2023. Uncertainty quantification via PyMC Monte Carlo (10,000 samples) yields a 95% CI of 8289–9579 tCO2e (±7.2%). Route optimisation using AI-based traffic modelling could reduce fleet fuel consumption by approximately 38%, saving 475 tCO2e annually at KSh 7165/t avoided."
NAR-000544,Norton-Watson,PHO,Technology,2024,3511.5,5326.21,0.0637,7.05,"The company's 268 owned and leased vehicles produced 3512 tCO2e in Scope 1, computed at Tier 2 using vehicle-class-specific DEFRA 2024 emission factors with the Kenya NTSA road adjustment.","At 0.064 tCO2e per KSh M, the company's intensity is below the sector average of 0.903, reflecting 268 active fleet vehicles.","Uncertainty quantification via PyMC Monte Carlo (10,000 samples) yields a 95% CI of 4951–5702 tCO2e (±7.0%).",Switching 54% of the motorbike fleet to CNG would reduce Scope 1 emissions by 403 tCO2e annually at a cost of KSh 9247 per tonne avoided.,"The company's 268 owned and leased vehicles produced 3512 tCO2e in Scope 1, computed at Tier 2 using vehicle-class-specific DEFRA 2024 emission factors with the Kenya NTSA road adjustment. At 0.064 tCO2e per KSh M, the company's intensity is below the sector average of 0.903, reflecting 268 active fleet vehicles. Uncertainty quantification via PyMC Monte Carlo (10,000 samples) yields a 95% CI of 4951–5702 tCO2e (±7.0%). Switching 54% of the motorbike fleet to CNG would reduce Scope 1 emissions by 403 tCO2e annually at a cost of KSh 9247 per tonne avoided."
NAR-000875,Roberts Walker and Manning,AQG,Manufacturing,2024,14641.2,22810.53,1.1698,6.57,"Direct fleet emissions totalled 14641 tCO2e in FY2024, representing 64% of the total transport footprint. DEFRA 2024 factors and IPCC AR6 GWP values were applied throughout.","At 1.170 tCO2e per KSh M, the company's intensity is above the sector average of 0.903, reflecting 299 active fleet vehicles.","Applying Bayesian uncertainty propagation (PyMC, 10,000 samples), the 95% confidence interval spans 21312 to 24309 tCO2e, representing ±6.6% of the central estimate.","Route optimisation using AI-based traffic modelling could reduce fleet fuel consumption by approximately 17%, saving 543 tCO2e annually at KSh 6779/t avoided.","Direct fleet emissions totalled 14641 tCO2e in FY2024, representing 64% of the total transport footprint. DEFRA 2024 factors and IPCC AR6 GWP values were applied throughout. At 1.170 tCO2e per KSh M, the company's intensity is above the sector average of 0.903, reflecting 299 active fleet vehicles. Applying Bayesian uncertainty propagation (PyMC, 10,000 samples), the 95% confidence interval spans 21312 to 24309 tCO2e, representing ±6.6% of the central estimate. Route optimisation using AI-based traffic modelling could reduce fleet fuel consumption by approximately 17%, saving 543 tCO2e annually at KSh 6779/t avoided."
NAR-000307,Taylor Group,NCU,Logistics,2024,13939.14,19016.17,0.3304,4.21,Fleet combustion across 13 vehicles contributed 13939 tCO2e to Scope 1 in FY2024. All calculations apply DEFRA 2024 Tier 2 factors and the Kenya-specific +18% road condition adjustment from NTSA fleet data.,"At 0.330 tCO2e per KSh M, the company's intensity is below the sector average of 0.903, reflecting 13 active fleet vehicles.","Uncertainty quantification via PyMC Monte Carlo (10,000 samples) yields a 95% CI of 18216–19817 tCO2e (±4.2%).",Switching 29% of the motorbike fleet to CNG would reduce Scope 1 emissions by 772 tCO2e annually at a cost of KSh 8421 per tonne avoided.,"Fleet combustion across 13 vehicles contributed 13939 tCO2e to Scope 1 in FY2024. All calculations apply DEFRA 2024 Tier 2 factors and the Kenya-specific +18% road condition adjustment from NTSA fleet data. At 0.330 tCO2e per KSh M, the company's intensity is below the sector average of 0.903, reflecting 13 active fleet vehicles. Uncertainty quantification via PyMC Monte Carlo (10,000 samples) yields a 95% CI of 18216–19817 tCO2e (±4.2%). Switching 29% of the motorbike fleet to CNG would reduce Scope 1 emissions by 772 tCO2e annually at a cost of KSh 8421 per tonne avoided."
NAR-000946,Moore-Kay,PXO,Energy & Petroleum,2024,7930.63,13675.29,0.1576,2.83,"The company's 25 owned and leased vehicles produced 7931 tCO2e in Scope 1, computed at Tier 2 using vehicle-class-specific DEFRA 2024 emission factors with the Kenya NTSA road adjustment.","Transport emission intensity stood at 0.158 tCO2e per KSh million revenue, placing the company in the top quartile of the NSE peer group.","The 95% confidence interval on the total emission figure is ±2.8%, yielding a range of 13288–14062 tCO2e, derived from Bayesian Monte Carlo simulation using PyMC.","Route optimisation using AI-based traffic modelling could reduce fleet fuel consumption by approximately 16%, saving 306 tCO2e annually at KSh 4909/t avoided.","The company's 25 owned and leased vehicles produced 7931 tCO2e in Scope 1, computed at Tier 2 using vehicle-class-specific DEFRA 2024 emission factors with the Kenya NTSA road adjustment. Transport emission intensity stood at 0.158 tCO2e per KSh million revenue, placing the company in the top quartile of the NSE peer group. The 95% confidence interval on the total emission figure is ±2.8%, yielding a range of 13288–14062 tCO2e, derived from Bayesian Monte Carlo simulation using PyMC. Route optimisation using AI-based traffic modelling could reduce fleet fuel consumption by approximately 16%, saving 306 tCO2e annually at KSh 4909/t avoided."
NAR-000506,Abbott-Austin,AFZ,Banking & Finance,2024,13365.94,19580.05,29.7583,3.47,"Scope 1 emissions of 13366 tCO2e arise from direct combustion of petrol and diesel in the company's 91 vehicle fleet, calculated using DEFRA 2024 factors at Tier 2, adjusted for Kenyan road conditions (+18% per NTSA data).","At 29.758 tCO2e per KSh M, the company's intensity is above the sector average of 0.903, reflecting 91 active fleet vehicles.","Applying Bayesian uncertainty propagation (PyMC, 10,000 samples), the 95% confidence interval spans 18901 to 20259 tCO2e, representing ±3.5% of the central estimate.",Replacing 21% of short-haul business flights with video conferencing would reduce Scope 3 Cat 6 emissions by approximately 576 tCO2e per year.,"Scope 1 emissions of 13366 tCO2e arise from direct combustion of petrol and diesel in the company's 91 vehicle fleet, calculated using DEFRA 2024 factors at Tier 2, adjusted for Kenyan road conditions (+18% per NTSA data). At 29.758 tCO2e per KSh M, the company's intensity is above the sector average of 0.903, reflecting 91 active fleet vehicles. Applying Bayesian uncertainty propagation (PyMC, 10,000 samples), the 95% confidence interval spans 18901 to 20259 tCO2e, representing ±3.5% of the central estimate. Replacing 21% of short-haul business flights with video conferencing would reduce Scope 3 Cat 6 emissions by approximately 576 tCO2e per year."
NAR-000972,Hicks-McKenzie,AIV,Technology,2024,18184.81,26265.26,1.6931,2.9,"Direct fleet emissions totalled 18185 tCO2e in FY2024, representing 69% of the total transport footprint. DEFRA 2024 factors and IPCC AR6 GWP values were applied throughout.","Transport emission intensity stood at 1.693 tCO2e per KSh million revenue, placing the company in the bottom quartile of the NSE peer group.","The reported figure of 26265 tCO2e carries an uncertainty of ±2.9% at 95% confidence, reflecting emission factor, activity data, and road adjustment variance.",Replacing 34% of short-haul business flights with video conferencing would reduce Scope 3 Cat 6 emissions by approximately 1250 tCO2e per year.,"Direct fleet emissions totalled 18185 tCO2e in FY2024, representing 69% of the total transport footprint. DEFRA 2024 factors and IPCC AR6 GWP values were applied throughout. Transport emission intensity stood at 1.693 tCO2e per KSh million revenue, placing the company in the bottom quartile of the NSE peer group. The reported figure of 26265 tCO2e carries an uncertainty of ±2.9% at 95% confidence, reflecting emission factor, activity data, and road adjustment variance. Replacing 34% of short-haul business flights with video conferencing would reduce Scope 3 Cat 6 emissions by approximately 1250 tCO2e per year."
